OldState	Action		NewState
230.184		6614.86		1679.58			
230.38		6619.9		1679.72			
230.574		6625.44		1679.86			
230.765		6630.8		1680.01			
230.958		6636.01		1680.15			
231.152		6641.4		1680.29			
231.345		6646.84		1680.43			
231.537		6652.46		1680.57			
231.726		6657.84		1680.71			
231.918		6663.28		1680.84			
232.109		6668.56		1680.98			
232.301		6673.88		1681.12			
232.488		6679.21		1681.25			
232.679		6684.43		1681.39			
232.869		6689.75		1681.53			
233.056		6694.9		1681.66			
233.246		6700.09		1681.79			
233.435		6705.32		1681.93			
233.625		6710.39		1682.06			
233.81		6715.59		1682.19			
233.998		6720.76		1682.32			
234.186		6726.04		1682.45			
234.37		6731.37		1682.59			
234.557		6736.61		1682.71			
234.741		6741.81		1682.85			
234.928		6746.71		1682.96			
235.114		6751.88		1683.11			
235.296		6757.09		1683.23			
235.482		6762.44		1683.36			
235.664		6767.44		1683.48			
235.849		6772.44		1683.61			
236.03		6777.81		1683.74			
236.215		6782.69		1683.87			
236.395		6787.64		1683.99			
236.579		6792.94		1684.12			
236.759		6797.72		1684.24			
236.942		6802.86		1684.36			
237.121		6807.81		1684.48			
237.303		6812.9		1684.61			
237.482		6818.08		1684.72			
237.663		6822.99		1684.85			
237.841		6827.97		1684.97			
238.022		6832.87		1685.09			
238.2		6837.81		1685.21			
238.38		6843.04		1685.33			
238.557		6847.73		1685.45			
238.733		6852.85		1685.57			
238.912		6857.8		1685.68			
239.088		6862.61		1685.8			
239.263		6867.62		1685.91			
239.442		6872.55		1686.04			
239.617		6877.21		1686.15			
239.795		6882.13		1686.26			
239.968		6887.3		1686.39			
240.142		6891.92		1686.5			
240.315		6896.8		1686.61			
240.492		6901.49		1686.72			
240.664		6906.63		1686.83			
240.837		6911.39		1686.95			
241.012		6916.34		1687.06			
241.184		6920.96		1687.18			
241.355		6925.9		1687.28			
241.53		6930.54		1687.39			
241.701		6935.16		1687.51			
241.871		6940.1		1687.62			
242.042		6944.78		1687.72			
242.212		6949.45		1687.83			
242.384		6954.34		1687.94			
242.554		6958.96		1688.05			
242.722		6963.72		1688.16			
242.891		6968.67		1688.26			
243.063		6973.37		1688.37			
243.231		6978.05		1688.48			
243.399		6982.49		1688.58			
243.566		6987.15		1688.68			
243.733		6991.78		1688.79			
243.903		6996.66		1688.89			
244.069		7001.38		1689.0			
244.236		7005.78		1689.11			
244.401		7010.32		1689.21			
244.567		7015.05		1689.31			
244.732		7019.7		1689.41			
244.897		7024.14		1689.51			
245.065		7028.75		1689.61			
245.225		7033.52		1689.72			
245.393		7037.83		1689.82			
245.556		7042.52		1689.92			
245.72		7047.03		1690.01			
245.883		7051.55		1690.11			
246.045		7056.33		1690.2			
246.208		7060.58		1690.3			
246.37		7065.41		1690.4			
246.532		7069.63		1690.5			
246.693		7074.36		1690.6			
246.854		7078.53		1690.69			
247.015		7083.35		1690.79			
247.176		7087.6		1690.89			
247.336		7092.2		1690.99			
247.496		7096.47		1691.08			
247.656		7100.82		1691.18			
247.815		7105.61		1691.28			
247.974		7109.7		1691.37			
248.133		7114.12		1691.46			
248.291		7118.82		1691.55			
248.449		7122.93		1691.64			
248.607		7127.29		1691.73			
248.765		7131.89		1691.82			
248.922		7136.39		1691.91			
249.079		7140.63		1692.0			
249.232		7144.71		1692.09			
249.388		7149.14		1692.18			
249.544		7153.62		1692.27			
249.7		7158.1		1692.36			
249.855		7162.42		1692.44			
250.011		7166.61		1692.54			
250.166		7170.69		1692.62			
250.32		7175.06		1692.7			
250.475		7179.2		1692.79			
250.625		7183.53		1692.89			
250.779		7187.75		1692.97			
250.932		7192.0		1693.06			
251.085		7196.35		1693.15			
