"Steer","Gear","RPM","Speed","Distance","Min RPM","Max speed","Radius"
-0.429,2.000,8500.000,114.106,2319.866,5354.260,150.155,65.077
-0.429,3.000,8500.000,147.006,2319.866,3782.440,150.155,65.077
-0.428,1.000,8500.000,72.759,1947.659,2094.400,123.609,49.158
-0.428,2.000,8500.000,113.892,2320.976,5354.170,150.227,65.109
-0.428,3.000,8500.000,147.028,2320.976,3784.820,150.227,65.109
-0.427,1.000,8500.000,72.783,1947.833,2094.400,123.615,49.151
-0.427,2.000,8500.000,113.969,2322.151,5353.550,150.299,65.140
-0.427,3.000,8500.000,147.021,2322.151,3787.260,150.299,65.140
-0.426,1.000,8500.000,72.807,1948.060,2094.400,123.626,49.136
-0.426,2.000,8500.000,114.025,2323.298,5353.670,150.370,65.170
-0.426,3.000,8500.000,147.040,2323.298,3789.600,150.370,65.170
-0.425,1.000,8500.000,72.831,1948.259,2094.400,123.634,49.192
-0.425,2.000,8500.000,114.080,2324.438,5354.150,150.442,65.202
-0.425,3.000,8500.000,147.057,2324.438,3791.940,150.442,65.202
-0.424,1.000,8500.000,72.854,1948.348,2094.400,123.644,49.151
-0.424,2.000,8500.000,114.131,2325.573,5354.230,150.514,65.233
-0.424,3.000,8500.000,147.073,2325.573,3794.120,150.514,65.233
-0.423,1.000,8500.000,72.877,1949.007,2094.400,123.693,49.177
-0.423,2.000,8500.000,114.205,2326.747,5354.120,150.586,65.265
-0.423,3.000,8500.000,147.090,2326.747,3796.430,150.586,65.265
-0.422,1.000,8500.000,72.900,1949.759,2094.400,123.743,49.203
-0.422,2.000,8500.000,113.982,2327.856,5354.180,150.658,65.296
-0.422,3.000,8500.000,147.106,2327.856,3793.850,150.658,65.296
-0.421,1.000,8500.000,72.924,1950.351,2094.400,123.762,49.236
-0.421,2.000,8500.000,114.036,2329.001,5353.960,150.729,65.328
-0.421,3.000,8500.000,147.119,2329.001,3796.180,150.729,65.328
-0.420,1.000,8500.000,72.947,1950.468,2094.400,123.768,49.206
-0.420,2.000,8500.000,114.089,2330.138,5353.180,150.801,65.359
-0.420,3.000,8500.000,147.132,2330.138,3798.390,150.801,65.359
-0.419,1.000,8500.000,72.970,1950.661,2094.400,123.779,49.205
-0.419,2.000,8500.000,114.142,2331.282,5353.550,150.873,65.391
-0.419,3.000,8500.000,147.143,2331.282,3800.690,150.873,65.391
-0.418,1.000,8500.000,72.999,1950.890,2094.400,123.790,49.204
-0.418,2.000,8500.000,114.198,2332.431,5354.050,150.945,65.422
-0.418,3.000,8500.000,147.154,2332.431,3803.280,150.945,65.422
-0.417,1.000,8500.000,73.022,1951.084,2094.400,123.795,49.199
-0.417,2.000,8500.000,114.262,2333.591,5357.640,151.017,65.454
-0.417,3.000,8500.000,147.165,2333.591,3805.880,151.017,65.454
-0.416,1.000,8500.000,73.045,1951.270,2094.400,123.805,49.200
-0.416,2.000,8500.000,114.310,2334.726,5357.800,151.089,65.485
-0.416,3.000,8500.000,147.206,2334.726,3808.130,151.089,65.485
-0.415,1.000,8500.000,73.067,1951.482,2094.400,123.817,49.198
-0.415,2.000,8500.000,114.082,2335.835,5358.380,151.162,65.517
-0.415,3.000,8500.000,147.216,2335.835,3810.320,151.162,65.517
-0.414,1.000,8500.000,73.091,1951.709,2094.400,123.828,49.198
-0.414,2.000,8500.000,114.138,2336.984,5359.040,151.234,65.548
-0.414,3.000,8500.000,147.224,2336.984,3812.570,151.234,65.548
-0.413,1.000,8500.000,73.114,1951.931,2094.400,123.839,49.199
-0.413,2.000,8500.000,114.191,2338.130,5359.100,151.306,65.580
-0.413,3.000,8500.000,147.230,2338.130,3814.810,151.306,65.580
-0.412,1.000,8500.000,73.137,1952.158,2094.400,123.850,49.199
-0.412,2.000,8500.000,114.246,2339.278,5359.120,151.378,65.611
-0.412,3.000,8500.000,147.271,2339.278,3817.080,151.378,65.611
-0.411,1.000,8500.000,73.159,1952.382,2094.400,123.862,49.199
-0.411,2.000,8500.000,114.299,2340.424,5359.250,151.451,65.643
-0.411,3.000,8500.000,147.276,2340.424,3819.250,151.451,65.643
-0.410,1.000,8500.000,73.182,1952.609,2094.400,123.874,49.199
-0.410,2.000,8500.000,114.351,2341.573,5359.440,151.523,65.674
-0.410,3.000,8500.000,147.280,2341.573,3823.310,151.523,65.674
-0.409,1.000,8500.000,73.205,1952.820,2094.400,123.888,49.200
-0.409,2.000,8500.000,114.405,2342.723,5359.130,151.595,65.707
-0.409,3.000,8500.000,147.319,2342.723,3826.490,151.595,65.707
-0.408,1.000,8500.000,73.228,1953.058,2094.400,123.898,49.200
-0.408,2.000,8500.000,114.460,2343.874,5359.230,151.668,65.739
-0.408,3.000,8500.000,147.321,2343.874,3828.660,151.668,65.739
-0.407,1.000,8500.000,73.250,1953.269,2094.400,123.911,49.202
-0.407,2.000,8500.000,114.230,2345.000,5359.340,151.740,65.770
-0.407,3.000,8500.000,147.326,2345.000,3831.270,151.740,65.770
-0.406,1.000,8500.000,73.273,1953.510,2094.400,123.920,49.200
-0.406,2.000,8500.000,114.283,2346.149,5359.960,151.813,65.802
-0.406,3.000,8500.000,147.364,2346.149,3833.520,151.813,65.802
-0.405,1.000,8500.000,73.297,1953.719,2094.400,123.931,49.200
-0.405,2.000,8500.000,114.336,2347.302,5360.090,151.886,65.834
-0.405,3.000,8500.000,147.362,2347.302,3835.490,151.886,65.834
-0.404,1.000,8500.000,73.319,1953.985,2094.400,123.946,49.202
-0.404,2.000,8500.000,114.403,2348.476,5360.160,151.958,65.866
-0.404,3.000,8500.000,147.361,2348.476,3837.730,151.958,65.866
-0.403,1.000,8500.000,73.341,1954.192,2094.400,123.955,49.200
-0.403,2.000,8500.000,114.455,2349.625,5360.340,152.031,65.897
-0.403,3.000,8500.000,147.397,2349.625,3839.900,152.031,65.897
-0.402,1.000,8500.000,73.364,1954.419,2094.400,123.968,49.201
-0.402,2.000,8500.000,114.509,2350.778,5360.440,152.104,65.929
-0.402,3.000,8500.000,147.393,2350.778,3842.080,152.104,65.929
-0.401,1.000,8500.000,73.387,1954.614,2094.400,123.974,49.196
-0.401,2.000,8500.000,114.567,2351.944,5360.540,152.176,65.961
-0.401,3.000,8500.000,147.429,2351.944,3843.940,152.176,65.961
-0.400,1.000,8500.000,73.410,1954.909,2094.400,123.993,49.202
-0.400,2.000,8500.000,114.338,2353.070,5360.710,152.249,65.993
-0.400,3.000,8500.000,147.426,2353.070,3846.130,152.249,65.993
-0.399,1.000,8500.000,73.433,1955.103,2094.400,124.002,49.198
-0.399,2.000,8500.000,114.383,2354.217,5359.800,152.322,66.026
-0.399,3.000,8500.000,147.459,2354.217,3848.270,152.322,66.026
-0.398,1.000,8500.000,73.455,1955.323,2094.400,124.015,49.196
-0.398,2.000,8500.000,114.436,2355.371,5359.880,152.395,66.058
-0.398,3.000,8500.000,147.450,2355.371,3850.420,152.395,66.058
-0.397,1.000,8500.000,73.478,1955.549,2094.400,124.025,49.188
-0.397,2.000,8500.000,114.495,2356.539,5363.700,152.468,66.089
-0.397,3.000,8500.000,147.485,2356.539,3852.590,152.468,66.089
-0.396,1.000,8500.000,73.500,1955.751,2094.400,124.036,49.216
-0.396,2.000,8500.000,114.551,2357.701,5363.750,152.541,66.121
-0.396,3.000,8500.000,147.474,2357.701,3854.740,152.541,66.121
-0.395,1.000,8500.000,73.523,1955.966,2094.400,124.057,49.210
-0.395,2.000,8500.000,114.588,2358.828,5364.860,152.614,66.153
-0.395,3.000,8500.000,147.505,2358.828,3856.920,152.614,66.153
-0.394,1.000,8500.000,73.546,1956.248,2094.400,124.063,49.215
-0.394,2.000,8500.000,114.634,2359.976,5364.740,152.687,66.185
-0.394,3.000,8500.000,147.536,2359.976,3859.100,152.687,66.185
-0.393,1.000,8500.000,73.569,1956.444,2094.400,124.073,49.212
-0.393,2.000,8500.000,114.687,2361.143,5364.830,152.761,66.218
-0.393,3.000,8500.000,147.523,2361.143,3856.760,152.761,66.218
-0.392,1.000,8500.000,73.591,1956.661,2094.400,124.084,49.212
-0.392,2.000,8500.000,114.452,2362.269,5364.990,152.834,66.250
-0.392,3.000,8500.000,147.558,2362.269,3858.910,152.834,66.250
-0.391,1.000,8500.000,73.613,1956.861,2094.400,124.097,49.214
-0.391,2.000,8500.000,114.510,2363.441,5366.050,152.907,66.282
-0.391,3.000,8500.000,147.544,2363.441,3860.790,152.907,66.282
-0.390,1.000,8500.000,73.636,1957.062,2094.400,124.105,49.212
-0.390,2.000,8500.000,114.553,2364.585,5366.270,152.981,66.314
-0.390,3.000,8500.000,147.572,2364.585,3862.970,152.981,66.314
-0.389,1.000,8500.000,73.658,1957.261,2094.400,124.116,49.210
-0.389,2.000,8500.000,114.602,2365.741,5366.440,153.054,66.347
-0.389,3.000,8500.000,147.602,2365.741,3865.120,153.054,66.347
-0.388,1.000,8500.000,73.681,1957.480,2094.400,124.128,49.212
-0.388,2.000,8500.000,114.654,2366.900,5365.170,153.127,66.379
-0.388,3.000,8500.000,147.584,2366.900,3867.270,153.127,66.379
-0.387,1.000,8500.000,73.703,1957.730,2094.400,124.138,49.212
-0.387,2.000,8500.000,114.729,2368.105,5365.330,153.201,66.411
-0.387,3.000,8500.000,147.617,2368.105,3869.420,153.201,66.411
-0.386,1.000,8500.000,73.725,1957.928,2094.400,124.148,49.213
-0.386,2.000,8500.000,114.782,2369.271,5365.970,153.274,66.444
-0.386,3.000,8500.000,147.646,2369.271,3871.590,153.274,66.444
-0.385,1.000,8500.000,73.748,1958.198,2094.400,124.164,49.214
-0.385,2.000,8500.000,114.540,2370.400,5366.080,153.348,66.476
-0.385,3.000,8500.000,147.628,2370.400,3873.680,153.348,66.476
-0.384,1.000,8500.000,73.770,1958.384,2094.400,124.172,49.215
-0.384,2.000,8500.000,114.585,2371.555,5366.200,153.422,66.509
-0.384,3.000,8500.000,147.655,2371.555,3876.170,153.422,66.509
-0.383,1.000,8500.000,73.792,1958.609,2094.400,124.186,49.216
-0.383,2.000,8500.000,114.638,2372.726,5366.330,153.495,66.541
-0.383,3.000,8500.000,147.682,2372.726,3878.540,153.495,66.541
-0.382,1.000,8500.000,73.815,1958.812,2094.400,124.196,49.215
-0.382,2.000,8500.000,114.690,2373.893,5366.380,153.569,66.573
-0.382,3.000,8500.000,147.710,2373.893,3880.720,153.569,66.573
-0.381,1.000,8500.000,73.837,1959.005,2094.400,124.204,49.215
-0.381,2.000,8500.000,114.742,2375.062,5366.530,153.643,66.606
-0.381,3.000,8500.000,147.737,2375.062,3882.890,153.643,66.606
-0.380,1.000,8500.000,73.859,1959.285,2094.400,124.219,49.217
-0.380,2.000,8500.000,114.814,2376.271,5366.800,153.717,66.638
-0.380,3.000,8500.000,147.716,2376.271,3885.060,153.717,66.638
-0.379,1.000,8500.000,73.882,1959.490,2094.400,124.230,49.218
-0.379,2.000,8500.000,114.857,2377.426,5366.920,153.791,66.671
-0.379,3.000,8500.000,147.740,2377.426,3887.130,153.791,66.671
-0.378,1.000,8500.000,73.904,1959.694,2094.400,124.239,49.218
-0.378,2.000,8500.000,114.910,2378.599,5367.060,153.865,66.704
-0.378,3.000,8500.000,147.766,2378.599,3891.120,153.865,66.704
-0.377,1.000,8500.000,73.926,1960.067,2094.400,124.264,49.227
-0.377,2.000,8500.000,114.667,2379.745,5369.250,153.939,66.737
-0.377,3.000,8500.000,147.795,2379.745,3893.300,153.939,66.737
-0.376,1.000,8500.000,73.948,1960.308,2094.400,124.274,49.227
-0.376,2.000,8500.000,114.732,2380.930,5367.370,154.013,66.770
-0.376,3.000,8500.000,147.819,2380.930,3896.390,154.013,66.770
-0.375,1.000,8500.000,73.971,1960.508,2094.400,124.284,49.226
-0.375,2.000,8500.000,114.782,2382.097,5369.530,154.087,66.802
-0.375,3.000,8500.000,147.789,2382.097,3898.470,154.087,66.802
-0.374,1.000,8500.000,73.993,1960.698,2094.400,124.293,49.227
-0.374,2.000,8500.000,114.835,2383.274,5369.470,154.162,66.835
-0.374,3.000,8500.000,147.812,2383.274,3900.600,154.162,66.835
-0.373,1.000,8500.000,74.015,1960.906,2094.400,124.303,49.226
-0.373,2.000,8500.000,114.892,2384.455,5369.540,154.236,66.868
-0.373,3.000,8500.000,147.836,2384.455,3902.830,154.236,66.868
-0.372,1.000,8500.000,74.038,1961.105,2094.400,124.317,49.229
-0.372,2.000,8500.000,114.942,2385.631,5370.120,154.310,66.900
-0.372,3.000,8500.000,147.858,2385.631,3904.890,154.310,66.900
-0.371,1.000,8500.000,74.060,1961.385,2094.400,124.330,49.230
-0.371,2.000,8500.000,114.993,2386.809,5370.020,154.385,66.933
-0.371,3.000,8500.000,147.880,2386.809,3907.010,154.385,66.933
-0.370,1.000,8500.000,74.082,1961.574,2094.400,124.338,49.228
-0.370,2.000,8500.000,115.051,2387.996,5369.480,154.459,66.966
-0.370,3.000,8500.000,147.902,2387.996,3909.150,154.459,66.966
-0.369,1.000,8500.000,74.104,1961.817,2094.400,124.352,49.230
-0.369,2.000,8500.000,114.803,2389.149,5369.480,154.534,66.999
-0.369,3.000,8500.000,147.928,2389.149,3911.370,154.534,66.999
-0.368,1.000,8500.000,74.127,1962.017,2094.400,124.364,49.234
-0.368,2.000,8500.000,114.844,2390.288,5369.540,154.603,67.029
-0.368,3.000,8500.000,147.947,2390.288,3913.210,154.603,67.029
-0.367,1.000,8500.000,74.149,1962.201,2094.400,124.371,49.212
-0.367,2.000,8500.000,114.898,2391.386,5369.540,154.669,67.056
-0.367,3.000,8500.000,147.968,2391.386,3915.340,154.669,67.056
-0.366,1.000,8500.000,74.171,1962.410,2094.400,124.382,49.306
-0.366,2.000,8500.000,114.951,2392.472,5369.770,154.734,67.084
-0.366,3.000,8500.000,147.928,2392.472,3917.480,154.734,67.084
-0.365,1.000,8500.000,74.194,1962.571,2094.400,124.398,49.239
-0.365,2.000,8500.000,115.005,2393.553,5368.420,154.799,67.112
-0.365,3.000,8500.000,147.947,2393.553,3919.260,154.799,67.112
-0.364,1.000,8500.000,74.216,1963.162,2094.400,124.425,49.269
-0.364,2.000,8500.000,115.057,2394.633,5368.630,154.865,67.140
-0.364,3.000,8500.000,147.965,2394.633,3921.800,154.865,67.140
-0.363,1.000,8500.000,74.238,1963.320,2094.400,124.435,49.255
-0.363,2.000,8500.000,115.109,2395.709,5367.980,154.930,67.167
-0.363,3.000,8500.000,147.983,2395.709,3923.890,154.930,67.167
-0.362,1.000,8500.000,74.261,1963.525,2094.400,124.443,49.254
-0.362,2.000,8500.000,115.163,2396.791,5368.060,154.996,67.195
-0.362,3.000,8500.000,148.001,2396.791,3926.010,154.996,67.195
-0.361,1.000,8500.000,74.283,1963.708,2094.400,124.454,49.252
-0.361,2.000,8500.000,114.909,2397.840,5368.050,155.061,67.223
-0.361,3.000,8500.000,148.022,2397.840,3928.100,155.061,67.223
-0.360,1.000,8500.000,74.305,1963.960,2094.400,124.466,49.257
-0.360,2.000,8500.000,114.981,2398.952,5368.270,155.127,67.250
-0.360,3.000,8500.000,148.043,2398.952,3930.210,155.127,67.250
-0.359,1.000,8500.000,74.327,1964.152,2094.400,124.474,49.256
-0.359,2.000,8500.000,115.036,2400.034,5368.100,155.193,67.278
-0.359,3.000,8500.000,148.060,2400.034,3932.320,155.193,67.278
-0.358,1.000,8500.000,74.350,1964.426,2094.400,124.491,49.260
-0.358,2.000,8500.000,115.091,2401.121,5368.470,155.258,67.306
-0.358,3.000,8500.000,148.076,2401.121,3933.250,155.258,67.306
-0.357,1.000,8500.000,74.372,1964.640,2094.400,124.501,49.261
-0.357,2.000,8500.000,115.143,2402.200,5368.480,155.324,67.334
-0.357,3.000,8500.000,148.092,2402.200,3931.610,155.324,67.334
-0.356,1.000,8500.000,74.394,1964.826,2094.400,124.511,49.260
-0.356,2.000,8500.000,115.195,2403.277,5368.520,155.391,67.362
-0.356,3.000,8500.000,148.106,2403.277,3933.740,155.391,67.362
-0.355,1.000,8500.000,74.416,1965.133,2094.400,124.532,49.269
-0.355,2.000,8500.000,114.934,2404.315,5368.510,155.457,67.390
-0.355,3.000,8500.000,148.123,2404.315,3935.880,155.457,67.390
-0.354,1.000,8500.000,74.438,1965.362,2094.400,124.541,49.269
-0.354,2.000,8500.000,114.986,2405.395,5372.250,155.523,67.418
-0.354,3.000,8500.000,148.137,2405.395,3938.010,155.523,67.418
-0.353,1.000,8500.000,74.461,1965.611,2094.400,124.552,49.270
-0.353,2.000,8500.000,115.095,2406.575,5373.240,155.589,67.447
-0.353,3.000,8500.000,148.163,2406.575,3940.140,155.589,67.447
-0.352,1.000,8500.000,74.483,1965.778,2094.400,124.561,49.269
-0.352,2.000,8500.000,115.102,2407.583,5370.980,155.655,67.475
-0.352,3.000,8500.000,148.166,2407.583,3942.280,155.655,67.475
-0.351,1.000,8500.000,74.506,1966.056,2094.400,124.577,49.274
-0.351,2.000,8500.000,115.151,2408.655,5368.760,155.721,67.503
-0.351,3.000,8500.000,148.178,2408.655,3944.340,155.721,67.503
-0.350,1.000,8500.000,74.528,1966.260,2094.400,124.586,49.274
-0.350,2.000,8500.000,115.218,2409.763,5369.010,155.787,67.531
-0.350,3.000,8500.000,148.194,2409.763,3946.460,155.787,67.531
-0.349,1.000,8500.000,74.550,1966.497,2094.400,124.599,49.277
-0.349,2.000,8500.000,115.272,2410.849,5368.960,155.854,67.559
-0.349,3.000,8500.000,148.206,2410.849,3948.590,155.854,67.559
-0.348,1.000,8500.000,74.572,1966.686,2094.400,124.612,49.279
-0.348,2.000,8500.000,114.989,2411.870,5368.990,155.920,67.588
-0.348,3.000,8500.000,148.218,2411.870,3950.400,155.920,67.588
-0.347,1.000,8500.000,74.594,1966.909,2094.400,124.622,49.280
-0.347,2.000,8500.000,115.043,2412.956,5368.860,155.986,67.616
-0.347,3.000,8500.000,148.229,2412.956,3952.540,155.986,67.616
-0.346,1.000,8500.000,74.617,1967.126,2094.400,124.633,49.281
-0.346,2.000,8500.000,115.096,2414.043,5369.300,156.053,67.645
-0.346,3.000,8500.000,148.240,2414.043,3954.560,156.053,67.645
-0.345,1.000,8500.000,74.639,1967.291,2094.400,124.641,49.281
-0.345,2.000,8500.000,115.150,2415.130,5369.210,156.119,67.673
-0.345,3.000,8500.000,148.251,2415.130,3956.690,156.119,67.673
-0.344,1.000,8500.000,74.661,1967.509,2094.400,124.652,49.283
-0.344,2.000,8500.000,115.209,2416.228,5374.170,156.186,67.701
-0.344,3.000,8500.000,148.262,2416.228,3958.830,156.186,67.701
-0.343,1.000,8500.000,74.683,1967.639,2094.400,124.653,49.278
-0.343,2.000,8500.000,115.267,2417.322,5374.140,156.253,67.730
-0.343,3.000,8500.000,148.272,2417.322,3961.390,156.253,67.730
-0.342,1.000,8500.000,74.705,1968.141,2094.400,124.699,49.300
-0.342,2.000,8500.000,115.320,2418.413,5374.540,156.320,67.759
-0.342,3.000,8500.000,148.281,2418.413,3963.500,156.320,67.759
-0.341,1.000,8500.000,74.727,1968.669,2094.400,124.718,49.308
-0.341,2.000,8500.000,115.049,2419.460,5374.450,156.387,67.788
-0.341,3.000,8500.000,148.291,2419.460,3965.650,156.387,67.788
-0.340,1.000,8500.000,74.750,1968.809,2094.400,124.725,49.308
-0.340,2.000,8500.000,115.113,2420.568,5374.360,156.454,67.816
-0.340,3.000,8500.000,148.301,2420.568,3967.640,156.454,67.816
-0.339,1.000,8500.000,74.772,1969.017,2094.400,124.737,49.309
-0.339,2.000,8500.000,115.166,2421.661,5373.950,156.521,67.845
-0.339,3.000,8500.000,148.382,2421.661,3971.510,156.521,67.845
-0.338,1.000,8500.000,74.794,1969.201,2094.400,124.745,49.309
-0.338,2.000,8500.000,115.234,2422.775,5373.830,156.588,67.873
-0.338,3.000,8500.000,148.393,2422.775,3971.450,156.588,67.873
-0.337,1.000,8500.000,74.816,1969.416,2094.400,124.755,49.311
-0.337,2.000,8500.000,115.287,2423.866,5367.940,156.655,67.902
-0.337,3.000,8500.000,148.400,2423.866,3975.750,156.655,67.902
-0.336,1.000,8500.000,74.838,1969.625,2094.400,124.767,49.313
-0.336,2.000,8500.000,115.339,2424.960,5372.610,156.722,67.931
-0.336,3.000,8500.000,148.407,2424.960,3978.030,156.722,67.931
-0.335,1.000,8500.000,74.860,1969.852,2094.400,124.780,49.316
-0.335,2.000,8500.000,115.391,2426.053,5372.380,156.790,67.961
-0.335,3.000,8500.000,148.413,2426.053,3980.940,156.790,67.961
-0.334,1.000,8500.000,74.883,1970.081,2094.400,124.789,49.317
-0.334,2.000,8500.000,115.141,2427.160,5373.060,156.857,67.989
-0.334,3.000,8500.000,148.428,2427.160,3983.040,156.857,67.989
-0.333,1.000,8500.000,74.905,1970.350,2094.400,124.804,49.322
-0.333,2.000,8500.000,115.195,2428.255,5373.910,156.924,68.019
-0.333,3.000,8500.000,148.433,2428.255,3985.650,156.924,68.019
-0.332,1.000,8500.000,74.927,1970.546,2094.400,124.815,49.324
-0.332,2.000,8500.000,115.247,2429.352,5372.220,156.992,68.048
-0.332,3.000,8500.000,148.437,2429.352,3987.740,156.992,68.048
-0.331,1.000,8500.000,74.949,1970.746,2094.400,124.825,49.324
-0.331,2.000,8500.000,115.299,2430.448,5372.870,157.059,68.077
-0.331,3.000,8500.000,148.518,2430.448,3989.790,157.059,68.077
-0.330,1.000,8500.000,74.971,1971.004,2094.400,124.845,49.332
-0.330,2.000,8500.000,115.352,2431.545,5372.970,157.127,68.105
-0.330,3.000,8500.000,148.522,2431.545,3991.880,157.127,68.105
-0.329,1.000,8500.000,74.993,1971.259,2094.400,124.854,49.332
-0.329,2.000,8500.000,115.404,2432.645,5373.930,157.195,68.134
-0.329,3.000,8500.000,148.525,2432.645,3993.390,157.195,68.134
-0.328,1.000,8500.000,75.016,1971.442,2094.400,124.863,49.334
-0.328,2.000,8500.000,115.443,2433.722,5373.390,157.262,68.165
-0.328,3.000,8500.000,148.524,2433.722,3994.870,157.262,68.165
-0.327,1.000,8500.000,75.038,1971.743,2094.400,124.876,49.336
-0.327,2.000,8500.000,115.228,2434.896,5373.130,157.330,68.194
-0.327,3.000,8500.000,148.547,2434.896,3996.840,157.330,68.194
-0.326,1.000,8500.000,75.060,1971.903,2094.400,124.888,49.339
-0.326,2.000,8500.000,115.232,2435.923,5372.230,157.398,68.222
-0.326,3.000,8500.000,148.536,2435.923,3998.590,157.398,68.222
-0.325,1.000,8500.000,75.083,1972.128,2094.400,124.898,49.341
-0.325,2.000,8500.000,115.295,2437.036,5371.940,157.466,68.252
-0.325,3.000,8500.000,148.619,2437.036,4000.930,157.466,68.252
-0.324,1.000,8500.000,75.105,1972.316,2094.400,124.907,49.341
-0.324,2.000,8500.000,115.351,2438.147,5371.640,157.534,68.282
-0.324,3.000,8500.000,148.621,2438.147,3997.380,157.534,68.282
-0.323,1.000,8500.000,75.127,1972.482,2094.400,124.922,49.349
-0.323,2.000,8500.000,115.406,2439.259,5371.570,157.603,68.311
-0.323,3.000,9000.000,157.579,2439.259,3999.550,157.603,68.311
-0.322,1.000,8500.000,75.149,1973.011,2094.400,124.946,49.353
-0.322,2.000,8500.000,115.473,2440.384,5371.250,157.671,68.341
-0.322,3.000,9000.000,157.599,2440.384,4001.550,157.671,68.341
-0.321,1.000,8500.000,75.171,1973.187,2094.400,124.956,49.357
-0.321,2.000,8500.000,115.195,2441.472,5366.580,157.739,68.371
-0.321,3.000,9000.000,157.617,2441.472,4003.530,157.739,68.371
-0.320,1.000,8500.000,75.194,1973.387,2094.400,124.966,49.356
-0.320,2.000,8500.000,115.249,2442.585,5366.220,157.807,68.401
-0.320,3.000,9000.000,157.634,2442.585,4005.500,157.807,68.401
-0.319,1.000,8500.000,75.216,1973.593,2094.400,124.978,49.356
-0.319,2.000,8500.000,115.304,2443.699,5365.820,157.876,68.430
-0.319,3.000,9000.000,157.652,2443.699,4007.550,157.876,68.430
-0.318,1.000,8500.000,75.238,1973.791,2094.400,124.984,49.487
-0.318,2.000,8500.000,115.359,2444.813,5365.430,157.944,68.460
-0.318,3.000,9000.000,157.670,2444.813,4010.100,157.944,68.460
-0.317,1.000,8500.000,75.260,1974.056,2094.400,125.002,49.924
-0.317,2.000,8500.000,115.414,2445.927,5365.450,158.013,68.489
-0.317,3.000,9000.000,157.689,2445.927,4012.070,158.013,68.489
-0.316,1.000,8500.000,75.282,1974.269,2094.400,125.013,49.407
-0.316,2.000,8500.000,115.466,2447.043,5365.960,158.082,68.520
-0.316,3.000,9000.000,157.705,2447.043,4012.670,158.082,68.520
-0.315,1.000,8500.000,75.305,1974.454,2094.400,125.022,49.381
-0.315,2.000,8500.000,115.178,2448.122,5365.510,158.151,68.550
-0.315,3.000,9000.000,157.721,2448.122,4014.650,158.151,68.550
-0.314,1.000,8500.000,75.327,1974.763,2094.400,125.047,49.434
-0.314,2.000,8500.000,115.261,2449.280,5365.050,158.220,68.580
-0.314,3.000,9000.000,157.740,2449.280,4016.690,158.220,68.580
-0.313,1.000,8500.000,75.349,1975.032,2094.400,125.053,49.398
-0.313,2.000,8500.000,115.314,2450.400,5370.480,158.289,68.610
-0.313,3.000,9000.000,157.758,2450.400,4018.660,158.289,68.610
-0.312,1.000,8500.000,75.371,1975.227,2094.400,125.062,49.401
-0.312,2.000,8500.000,115.367,2451.519,5370.010,158.358,68.640
-0.312,3.000,9000.000,157.776,2451.519,4020.570,158.358,68.640
-0.311,1.000,8500.000,75.394,1975.461,2094.400,125.076,49.402
-0.311,2.000,8500.000,115.420,2452.638,5369.550,158.427,68.670
-0.311,3.000,9000.000,157.788,2452.638,4022.550,158.427,68.670
-0.310,1.000,8500.000,75.416,1975.656,2094.400,125.085,49.405
-0.310,2.000,8500.000,115.480,2453.774,5369.050,158.496,68.701
-0.310,3.000,9000.000,157.804,2453.774,4024.640,158.496,68.701
-0.309,1.000,8500.000,75.438,1976.000,2094.400,125.103,49.411
-0.309,2.000,8500.000,115.260,2454.958,5368.900,158.565,68.731
-0.309,3.000,9000.000,157.825,2454.958,4026.610,158.565,68.731
-0.308,1.000,8500.000,75.460,1976.196,2094.400,125.113,49.411
-0.308,2.000,8500.000,115.288,2456.046,5368.370,158.635,68.762
-0.308,3.000,9000.000,157.840,2456.046,4028.600,158.635,68.762
-0.307,1.000,8500.000,75.483,1976.375,2094.400,125.123,49.411
-0.307,2.000,8500.000,115.331,2457.154,5367.840,158.705,68.793
-0.307,3.000,9000.000,157.860,2457.154,4030.410,158.705,68.793
-0.306,1.000,8500.000,75.505,1976.620,2094.400,125.140,49.420
-0.306,2.000,8500.000,115.387,2458.285,5367.270,158.774,68.822
-0.306,3.000,9000.000,157.877,2458.285,4032.410,158.774,68.822
-0.305,1.000,8500.000,75.527,1976.858,2094.400,125.150,49.421
-0.305,2.000,8500.000,115.442,2459.417,5366.630,158.844,68.853
-0.305,3.000,9000.000,157.901,2459.417,4036.780,158.844,68.853
-0.304,1.000,8500.000,75.550,1977.055,2094.400,125.164,49.422
-0.304,2.000,8500.000,115.498,2460.549,5361.800,158.914,68.884
-0.304,3.000,9000.000,157.911,2460.549,4038.750,158.914,68.884
-0.303,1.000,8500.000,75.572,1977.311,2094.400,125.173,49.428
-0.303,2.000,8500.000,115.558,2461.691,5361.170,158.984,68.915
-0.303,3.000,9000.000,157.929,2461.691,4040.710,158.984,68.915
-0.302,1.000,8500.000,75.594,1977.545,2094.400,125.185,49.432
-0.302,2.000,8500.000,115.273,2462.798,5360.510,159.054,68.946
-0.302,3.000,9000.000,157.946,2462.798,4042.670,159.054,68.946
-0.301,1.000,8500.000,75.617,1977.756,2094.400,125.198,49.438
-0.301,2.000,8500.000,115.329,2463.935,5359.840,159.124,68.977
-0.301,3.000,9000.000,157.959,2463.935,4044.630,159.124,68.977
-0.300,1.000,8500.000,75.639,1977.974,2094.400,125.209,49.440
