"Steer","Gear","RPM","Speed","Distance","Min RPM","Max speed","Radius"
-0.652,3.000,8000.000,112.758,2082.653,3861.400,134.869,58.378
-0.652,4.000,7000.000,115.440,2082.653,4171.730,134.869,58.378
-0.651,1.000,7600.000,59.545,1888.405,2094.400,120.380,49.125
-0.651,2.000,8800.000,116.311,2083.665,5124.910,134.935,58.407
-0.651,3.000,8000.000,112.805,2083.665,3860.360,134.935,58.407
-0.651,4.000,7000.000,115.488,2083.665,4173.730,134.935,58.407
-0.650,1.000,7600.000,59.557,1888.705,2094.400,120.396,49.124
-0.650,2.000,8800.000,116.233,2084.693,5124.290,135.002,58.438
-0.650,3.000,8000.000,112.733,2084.693,3865.230,135.002,58.438
-0.650,4.000,7000.000,115.413,2084.693,4171.320,135.002,58.438
-0.649,1.000,7600.000,59.571,1888.987,2094.400,120.411,49.123
-0.649,2.000,8800.000,116.278,2085.719,5127.690,135.068,58.467
-0.649,3.000,8000.000,112.781,2085.719,3869.120,135.068,58.467
-0.649,4.000,7000.000,115.458,2085.719,4173.650,135.068,58.467
-0.648,1.000,7600.000,59.586,1889.233,2094.400,120.419,49.118
-0.648,2.000,8800.000,116.327,2086.750,5126.880,135.135,58.496
-0.648,3.000,8000.000,112.833,2086.750,3872.350,135.135,58.496
-0.648,4.000,7000.000,115.508,2086.750,4176.120,135.135,58.496
-0.647,1.000,7600.000,59.599,1889.592,2094.400,120.460,49.128
-0.647,2.000,8800.000,116.249,2087.785,5129.980,135.201,58.526
-0.647,3.000,8000.000,112.761,2087.785,3876.980,135.201,58.526
-0.647,4.000,7000.000,115.432,2087.785,4173.790,135.201,58.526
-0.646,1.000,7600.000,59.618,1890.140,2094.400,120.482,49.135
-0.646,2.000,8800.000,116.294,2088.811,5127.040,135.268,58.555
-0.646,3.000,8000.000,112.809,2088.811,3874.400,135.268,58.555
-0.646,4.000,7000.000,115.478,2088.811,4176.130,135.268,58.555
-0.645,1.000,7600.000,59.629,1890.430,2094.400,120.495,49.133
-0.645,2.000,8800.000,116.338,2089.835,5126.030,135.336,58.585
-0.645,3.000,8000.000,112.856,2089.835,3873.560,135.336,58.585
-0.645,4.000,7000.000,115.522,2089.835,4178.420,135.336,58.585
-0.644,1.000,7600.000,59.640,1890.697,2094.400,120.510,49.131
-0.644,2.000,8800.000,116.387,2090.884,5122.610,135.404,58.615
-0.644,3.000,8000.000,112.907,2090.884,3876.240,135.404,58.615
-0.644,4.000,7000.000,115.571,2090.884,4180.880,135.404,58.615
-0.643,1.000,7600.000,59.656,1890.982,2094.400,120.526,49.131
-0.643,2.000,8800.000,116.304,2091.920,5117.160,135.471,58.645
-0.643,3.000,8000.000,112.832,2091.920,3888.370,135.471,58.645
-0.643,4.000,7000.000,115.492,2091.920,4177.530,135.471,58.645
-0.642,1.000,7600.000,59.669,1891.220,2094.400,120.543,49.131
-0.642,2.000,8800.000,116.331,2092.879,5119.630,135.538,58.674
-0.642,3.000,8000.000,112.861,2092.879,3884.210,135.538,58.674
-0.642,4.000,7000.000,115.519,2092.879,4179.150,135.538,58.674
-0.641,1.000,7600.000,59.686,1891.511,2094.400,120.559,49.130
-0.641,2.000,8800.000,116.374,2093.898,5113.040,135.604,58.703
-0.641,3.000,8000.000,112.907,2093.898,3848.110,135.604,58.703
-0.641,4.000,7000.000,115.562,2093.898,4181.400,135.604,58.703
-0.640,1.000,7600.000,59.698,1891.824,2094.400,120.576,49.129
-0.640,2.000,8800.000,116.425,2094.943,5113.200,135.671,58.733
-0.640,3.000,8000.000,112.961,2094.943,3881.950,135.671,58.733
-0.640,4.000,7000.000,115.614,2094.943,4184.820,135.671,58.733
-0.639,1.000,7600.000,59.711,1892.115,2094.400,120.594,49.130
-0.639,2.000,8800.000,116.341,2095.976,5106.520,135.738,58.762
-0.639,3.000,8000.000,112.883,2095.976,3883.400,135.738,58.762
-0.639,4.000,7000.000,115.533,2095.976,4182.360,135.738,58.762
-0.638,1.000,7600.000,59.721,1892.421,2094.400,120.610,49.126
-0.638,2.000,8800.000,116.387,2097.004,5108.390,135.805,58.792
-0.638,3.000,8000.000,112.932,2097.004,3853.240,135.805,58.792
-0.638,4.000,7000.000,115.579,2097.004,4184.730,135.805,58.792
-0.637,1.000,7600.000,59.743,1892.698,2094.400,120.623,49.106
-0.637,2.000,8800.000,116.432,2098.025,5105.360,135.871,58.822
-0.637,3.000,8000.000,112.979,2098.025,3854.890,135.871,58.822
-0.637,4.000,7000.000,115.624,2098.025,4187.080,135.871,58.822
-0.636,1.000,7600.000,59.755,1893.006,2094.400,120.644,49.156
-0.636,2.000,8800.000,116.477,2099.055,5107.010,135.938,58.852
-0.636,3.000,8000.000,113.027,2099.055,3866.460,135.938,58.852
-0.636,4.000,7000.000,115.670,2099.055,4189.400,135.938,58.852
-0.635,1.000,7600.000,59.778,1893.313,2094.400,120.660,49.143
-0.635,2.000,8800.000,116.393,2100.090,5101.710,136.005,58.881
-0.635,3.000,8000.000,112.950,2100.090,3870.460,136.005,58.881
-0.635,4.000,7000.000,115.589,2100.090,4186.950,136.005,58.881
-0.634,1.000,7600.000,59.783,1893.588,2094.400,120.677,49.139
-0.634,2.000,8800.000,116.434,2101.105,5105.260,136.072,58.910
-0.634,3.000,8000.000,112.994,2101.105,3874.100,136.072,58.910
-0.634,4.000,7000.000,115.630,2101.105,4189.130,136.072,58.910
-0.633,1.000,7600.000,59.804,1893.885,2094.400,120.693,49.139
-0.633,2.000,8800.000,116.481,2102.141,5098.080,136.138,58.939
-0.633,3.000,8000.000,113.044,2102.141,3869.320,136.138,58.939
-0.633,4.000,7000.000,115.678,2102.141,4191.500,136.138,58.939
-0.632,1.000,7600.000,59.812,1894.169,2094.400,120.707,49.135
-0.632,2.000,8800.000,116.528,2103.172,5101.970,136.205,58.969
-0.632,3.000,8000.000,113.093,2103.172,3870.840,136.205,58.969
-0.632,4.000,7000.000,115.725,2103.172,4193.820,136.205,58.969
-0.631,1.000,7600.000,59.823,1894.464,2094.400,120.733,49.139
-0.631,2.000,8800.000,116.444,2104.213,5097.630,136.272,58.999
-0.631,3.000,8000.000,113.016,2104.213,3874.070,136.272,58.999
-0.631,4.000,7000.000,115.644,2104.213,4190.510,136.272,58.999
-0.630,1.000,7600.000,59.837,1894.819,2094.400,120.745,49.138
-0.630,2.000,8800.000,116.487,2105.236,5097.970,136.339,59.028
-0.630,3.000,8000.000,113.062,2105.236,3876.690,136.339,59.028
-0.630,4.000,7000.000,115.687,2105.236,4192.740,136.339,59.028
-0.629,1.000,7600.000,59.862,1895.082,2094.400,120.760,49.138
-0.629,2.000,8800.000,116.531,2106.268,5045.790,136.405,59.057
-0.629,3.000,8000.000,113.109,2106.268,3872.190,136.405,59.057
-0.629,4.000,7000.000,115.732,2106.268,4195.010,136.405,59.057
-0.628,1.000,7600.000,59.869,1895.323,2094.400,120.775,49.137
-0.628,2.000,8800.000,116.561,2107.245,5095.980,136.472,59.087
-0.628,3.000,8000.000,113.142,2107.245,3872.290,136.472,59.087
-0.628,4.000,7000.000,115.763,2107.245,4196.770,136.472,59.087
-0.627,1.000,8800.000,71.671,1895.604,2094.400,120.793,49.138
-0.627,2.000,8800.000,116.516,2107.803,5095.980,136.539,59.116
-0.627,3.000,8000.000,113.102,2107.803,3583.720,136.539,59.116
-0.627,4.000,7000.000,115.720,2107.803,4195.660,136.539,59.116
-0.626,1.000,8800.000,71.688,1895.885,2094.400,120.807,49.136
-0.626,2.000,8800.000,116.566,2108.838,5093.610,136.606,59.146
-0.626,3.000,8000.000,113.154,2108.838,3585.270,136.606,59.146
-0.626,4.000,7000.000,115.770,2108.838,4198.140,136.606,59.146
-0.625,1.000,8800.000,71.737,1896.215,2094.400,120.828,49.139
-0.625,2.000,8800.000,116.618,2109.901,5048.020,136.673,59.175
-0.625,3.000,8000.000,113.209,2109.901,3588.260,136.673,59.175
-0.625,4.000,7000.000,115.822,2109.901,4201.540,136.673,59.175
-0.624,1.000,8800.000,71.313,1896.542,2094.400,120.841,49.136
-0.624,2.000,8800.000,116.571,2110.983,5086.400,136.740,59.205
-0.624,3.000,8000.000,113.167,2110.983,3569.460,136.740,59.205
-0.624,4.000,7000.000,115.777,2110.983,4200.570,136.740,59.205
-0.623,1.000,8800.000,71.361,1896.864,2094.400,120.857,49.135
-0.623,2.000,8800.000,116.630,2112.067,5047.640,136.806,59.235
-0.623,3.000,8000.000,113.229,2112.067,3572.570,136.806,59.235
-0.623,4.000,7000.000,115.836,2112.067,4203.380,136.806,59.235
-0.622,1.000,8800.000,71.375,1897.154,2094.400,120.875,49.134
-0.622,2.000,8800.000,116.676,2113.099,5047.380,136.873,59.264
-0.622,3.000,8000.000,113.277,2113.099,3574.200,136.873,59.264
-0.622,4.000,7000.000,115.883,2113.099,4205.690,136.873,59.264
-0.621,1.000,8800.000,71.397,1897.448,2094.400,120.889,49.129
-0.621,2.000,8800.000,116.587,2114.141,5048.800,136.940,59.293
-0.621,3.000,8000.000,113.196,2114.141,3576.160,136.940,59.293
-0.621,4.000,7000.000,115.797,2114.141,4203.070,136.940,59.293
-0.620,1.000,8800.000,71.410,1897.735,2094.400,120.907,49.111
-0.620,2.000,8800.000,116.632,2115.168,5047.140,137.007,59.323
-0.620,3.000,8000.000,113.244,2115.168,3578.050,137.007,59.323
-0.620,4.000,7000.000,115.843,2115.168,4205.380,137.007,59.323
-0.619,1.000,8800.000,71.460,1898.046,2094.400,120.922,49.161
-0.619,2.000,8800.000,116.684,2116.234,5051.220,137.074,59.353
-0.619,3.000,8000.000,113.298,2116.234,3581.250,137.074,59.353
-0.619,4.000,7000.000,115.895,2116.234,4207.910,137.074,59.353
-0.618,1.000,8800.000,71.472,1898.334,2094.400,120.939,49.143
-0.618,2.000,8800.000,116.729,2117.263,5050.670,137.141,59.382
-0.618,3.000,8000.000,113.345,2117.263,3582.710,137.141,59.382
-0.618,4.000,7000.000,115.940,2117.263,4210.230,137.141,59.382
-0.617,1.000,8800.000,71.502,1898.636,2094.400,120.954,49.146
-0.617,2.000,8800.000,116.643,2118.321,5052.020,137.208,59.411
-0.617,3.000,8000.000,113.267,2118.321,3585.050,137.208,59.411
-0.617,4.000,7000.000,115.858,2118.321,4207.810,137.208,59.411
-0.616,1.000,8800.000,71.514,1898.895,2094.400,120.969,49.143
-0.616,2.000,8800.000,116.683,2119.335,5048.800,137.275,59.441
-0.616,3.000,8000.000,113.310,2119.335,3586.520,137.275,59.441
-0.616,4.000,7000.000,115.898,2119.335,4209.930,137.275,59.441
-0.615,1.000,8800.000,71.528,1899.152,2094.400,120.980,49.137
-0.615,2.000,8800.000,116.729,2120.363,5053.700,137.342,59.471
-0.615,3.000,8000.000,113.358,2120.363,3588.120,137.342,59.471
-0.615,4.000,7000.000,115.945,2120.363,4212.270,137.342,59.471
-0.614,1.000,8800.000,71.552,1899.375,2094.400,120.988,49.135
-0.614,2.000,8800.000,116.782,2121.414,5054.180,137.409,59.500
-0.614,3.000,8000.000,113.413,2121.414,3590.140,137.409,59.500
-0.614,4.000,7000.000,115.997,2121.414,4214.860,137.409,59.500
-0.613,1.000,8800.000,71.597,1899.765,2094.400,121.031,49.146
-0.613,2.000,8800.000,116.698,2122.488,5060.690,137.476,59.530
-0.613,3.000,8000.000,113.337,2122.488,3593.020,137.476,59.530
-0.613,4.000,7000.000,115.917,2122.488,4211.550,137.476,59.530
-0.612,1.000,8800.000,71.610,1900.195,2094.400,121.042,49.146
-0.612,2.000,8800.000,116.730,2123.479,5060.200,137.543,59.559
-0.612,3.000,8000.000,113.372,2123.479,3594.610,137.543,59.559
-0.612,4.000,7000.000,115.949,2123.479,4213.370,137.543,59.559
-0.611,1.000,8800.000,71.628,1900.459,2094.400,121.054,49.143
-0.611,2.000,8800.000,116.790,2124.559,5060.790,137.610,59.588
-0.611,3.000,8000.000,113.434,2124.559,3596.330,137.610,59.588
-0.611,4.000,7000.000,116.009,2124.559,4216.240,137.610,59.588
-0.610,1.000,8800.000,71.649,1900.664,2094.400,121.068,49.142
-0.610,2.000,8800.000,116.822,2125.553,5063.800,137.677,59.619
-0.610,3.000,8000.000,113.469,2125.553,3598.240,137.677,59.619
-0.610,4.000,7000.000,116.042,2125.553,4218.860,137.677,59.619
-0.609,1.000,8800.000,71.681,1900.946,2094.400,121.084,49.142
-0.609,2.000,8800.000,116.730,2126.598,5064.160,137.744,59.648
-0.609,3.000,8000.000,113.382,2126.598,3600.620,137.744,59.648
-0.609,4.000,7000.000,115.954,2126.598,4214.950,137.744,59.648
-0.608,1.000,8800.000,71.701,1901.224,2094.400,121.098,49.140
-0.608,2.000,8800.000,116.776,2127.631,5064.320,137.811,59.677
-0.608,3.000,8000.000,113.431,2127.631,3602.770,137.811,59.677
-0.608,4.000,7000.000,116.001,2127.631,4218.130,137.811,59.677
-0.607,1.000,8800.000,71.719,1901.490,2094.400,121.113,49.139
-0.607,2.000,8800.000,116.817,2128.658,5061.100,137.878,59.707
-0.607,3.000,8000.000,113.474,2128.658,3604.480,137.878,59.707
-0.607,4.000,7000.000,116.042,2128.658,4219.390,137.878,59.707
-0.606,1.000,8800.000,71.756,1901.799,2094.400,121.129,49.139
-0.606,2.000,8800.000,116.871,2129.722,5061.650,137.946,59.736
-0.606,3.000,8000.000,113.531,2129.722,3607.050,137.946,59.736
-0.606,4.000,7000.000,116.097,2129.722,4222.050,137.946,59.736
-0.605,1.000,7600.000,59.768,1902.152,2094.400,121.146,49.139
-0.605,2.000,8800.000,116.887,2131.324,5068.990,138.013,59.766
-0.605,3.000,8000.000,113.550,2131.324,3917.960,138.013,59.766
-0.605,4.000,7000.000,116.113,2131.324,4223.360,138.013,59.766
-0.604,1.000,7600.000,59.785,1902.438,2094.400,121.160,49.131
-0.604,2.000,8800.000,116.791,2132.369,5069.610,138.080,59.796
-0.604,3.000,8000.000,113.462,2132.369,3918.100,138.080,59.796
-0.604,4.000,7000.000,116.020,2132.369,4221.480,138.080,59.796
-0.603,1.000,7600.000,59.803,1902.731,2094.400,121.178,49.116
-0.603,2.000,8800.000,116.840,2133.421,5071.850,138.147,59.825
-0.603,3.000,8000.000,113.514,2133.421,3917.770,138.147,59.825
-0.603,4.000,7000.000,116.070,2133.421,4223.950,138.147,59.825
-0.602,1.000,7600.000,59.815,1903.006,2094.400,121.194,49.152
-0.602,2.000,8800.000,116.884,2134.454,5071.670,138.214,59.855
-0.602,3.000,8000.000,113.561,2134.454,3923.070,138.214,59.855
-0.602,4.000,7000.000,116.114,2134.454,4225.330,138.214,59.855
-0.601,1.000,7600.000,59.826,1903.285,2094.400,121.208,49.150
-0.601,2.000,8800.000,116.931,2135.491,5070.580,138.281,59.885
-0.601,3.000,8000.000,113.609,2135.491,3926.000,138.281,59.885
-0.601,4.000,7000.000,116.161,2135.491,4227.690,138.281,59.885
-0.600,1.000,7600.000,59.849,1903.556,2094.400,121.228,49.143
-0.600,2.000,8800.000,116.833,2136.535,5067.080,138.348,59.914
-0.600,3.000,8000.000,113.520,2136.535,3927.420,138.348,59.914
-0.600,4.000,7000.000,116.067,2136.535,4224.790,138.348,59.914
-0.599,1.000,8800.000,71.933,1903.851,2094.400,121.240,49.147
-0.599,2.000,8800.000,116.926,2137.056,5067.040,138.416,59.944
-0.599,3.000,8000.000,113.614,2137.056,3621.590,138.416,59.944
-0.599,4.000,7000.000,116.160,2137.056,4228.760,138.416,59.944
-0.598,1.000,7600.000,59.878,1904.093,2094.400,121.255,49.145
-0.598,2.000,8800.000,116.909,2138.559,5066.000,138.483,59.973
-0.598,3.000,8000.000,113.602,2138.559,3908.810,138.483,59.973
-0.598,4.000,7000.000,116.144,2138.559,4228.850,138.483,59.973
-0.597,1.000,8800.000,71.966,1904.375,2094.400,121.272,49.145
-0.597,2.000,8800.000,116.868,2139.120,5067.110,138.550,60.003
-0.597,3.000,8000.000,113.567,2139.120,3624.710,138.550,60.003
-0.597,4.000,7000.000,116.105,2139.120,4227.920,138.550,60.003
-0.596,1.000,8800.000,71.989,1904.660,2094.400,121.287,49.145
-0.596,2.000,8800.000,116.915,2140.165,5068.750,138.618,60.033
-0.596,3.000,8000.000,113.617,2140.165,3626.900,138.618,60.033
-0.596,4.000,7000.000,116.153,2140.165,4230.340,138.618,60.033
-0.595,1.000,8800.000,72.009,1904.931,2094.400,121.302,49.143
-0.595,2.000,8800.000,116.958,2141.200,5066.040,138.685,60.062
-0.595,3.000,8000.000,113.662,2141.200,3629.080,138.685,60.062
-0.595,4.000,7000.000,116.197,2141.200,4232.700,138.685,60.062
-0.594,1.000,8800.000,72.054,1905.221,2094.400,121.314,49.143
-0.594,2.000,8800.000,117.012,2142.271,5072.000,138.752,60.092
-0.594,3.000,8000.000,113.719,2142.271,3631.740,138.752,60.092
-0.594,4.000,7000.000,116.251,2142.271,4236.150,138.752,60.092
-0.593,1.000,8800.000,72.066,1905.455,2094.400,121.334,49.143
-0.593,2.000,8800.000,116.908,2143.306,5075.100,138.820,60.121
-0.593,3.000,8000.000,113.623,2143.306,3633.690,138.820,60.121
-0.593,4.000,7000.000,116.150,2143.306,4232.990,138.820,60.121
-0.592,1.000,8800.000,72.109,1905.873,2094.400,121.352,49.147
-0.592,2.000,8800.000,116.962,2144.378,5074.600,138.887,60.151
-0.592,3.000,8000.000,113.679,2144.378,3636.440,138.887,60.151
-0.592,4.000,7000.000,116.204,2144.378,4235.620,138.887,60.151
-0.591,1.000,8800.000,72.115,1906.121,2094.400,121.365,49.143
-0.591,2.000,8800.000,117.006,2145.398,5072.690,138.954,60.180
-0.591,3.000,8000.000,113.725,2145.398,3637.760,138.954,60.180
-0.591,4.000,7000.000,116.248,2145.398,4237.880,138.954,60.180
-0.590,1.000,8800.000,72.142,1906.387,2094.400,121.379,49.143
-0.590,2.000,8800.000,117.054,2146.450,5076.120,139.022,60.210
-0.590,3.000,8000.000,113.776,2146.450,3639.900,139.022,60.210
-0.590,4.000,7000.000,116.297,2146.450,4240.330,139.022,60.210
-0.589,1.000,8800.000,72.159,1906.648,2094.400,121.395,49.142
-0.589,2.000,8800.000,116.945,2147.481,5078.360,139.089,60.240
-0.589,3.000,8000.000,113.676,2147.481,3640.710,139.089,60.240
-0.589,4.000,7000.000,116.192,2147.481,4236.130,139.089,60.240
-0.588,1.000,8800.000,72.186,1906.929,2094.400,121.411,49.142
-0.588,2.000,8800.000,116.994,2148.532,5074.150,139.156,60.269
-0.588,3.000,8000.000,113.727,2148.532,3642.810,139.156,60.269
-0.588,4.000,7000.000,116.241,2148.532,4238.560,139.156,60.269
-0.587,1.000,8800.000,72.220,1907.220,2094.400,121.426,49.137
-0.587,2.000,8800.000,117.045,2149.593,5077.290,139.224,60.299
-0.587,3.000,8000.000,113.780,2149.593,3645.400,139.224,60.299
-0.587,4.000,7000.000,116.292,2149.593,4241.080,139.224,60.299
-0.586,1.000,8800.000,72.245,1907.500,2094.400,121.439,49.124
-0.586,2.000,8800.000,117.099,2150.660,5078.210,139.291,60.328
-0.586,3.000,8000.000,113.836,2150.660,3647.400,139.291,60.328
-0.586,4.000,7000.000,116.346,2150.660,4243.700,139.291,60.328
-0.585,1.000,8800.000,72.261,1907.780,2094.400,121.459,49.179
-0.585,2.000,8800.000,116.991,2151.699,5078.210,139.359,60.358
-0.585,3.000,8000.000,113.737,2151.699,3649.020,139.359,60.358
-0.585,4.000,7000.000,116.242,2151.699,4240.450,139.359,60.358
-0.584,1.000,8800.000,72.284,1908.079,2094.400,121.472,49.151
-0.584,2.000,8800.000,117.039,2152.750,5083.260,139.426,60.388
-0.584,3.000,8000.000,113.788,2152.750,3650.870,139.426,60.388
-0.584,4.000,7000.000,116.290,2152.750,4242.800,139.426,60.388
-0.583,1.000,8800.000,72.321,1908.357,2094.400,121.488,49.150
-0.583,2.000,8800.000,117.090,2153.812,5087.380,139.494,60.417
-0.583,3.000,8000.000,113.841,2153.812,3653.380,139.494,60.417
-0.583,4.000,7000.000,116.341,2153.812,4245.320,139.494,60.417
-0.582,1.000,8800.000,72.354,1908.625,2094.400,121.500,49.146
-0.582,2.000,8800.000,117.133,2154.860,5087.810,139.561,60.447
-0.582,3.000,8000.000,113.887,2154.860,3653.810,139.561,60.447
-0.582,4.000,7000.000,116.385,2154.860,4247.550,139.561,60.447
-0.581,1.000,8800.000,72.374,1908.907,2094.400,121.518,49.149
-0.581,2.000,8800.000,117.180,2155.898,5087.010,139.629,60.477
-0.581,3.000,8000.000,113.936,2155.898,3655.610,139.629,60.477
-0.581,4.000,7000.000,117.199,2155.898,4249.850,139.629,60.477
-0.580,1.000,8800.000,72.401,1909.188,2094.400,121.532,49.146
-0.580,2.000,8800.000,117.074,2156.954,5090.590,139.696,60.506
-0.580,3.000,8000.000,113.838,2156.954,3657.740,139.696,60.506
-0.580,4.000,7000.000,116.329,2156.954,4246.530,139.696,60.506
-0.579,1.000,7400.000,59.211,1909.471,2094.400,121.549,49.147
-0.579,2.000,8800.000,117.121,2158.572,5092.710,139.763,60.536
-0.579,3.000,8000.000,113.887,2158.572,3912.780,139.763,60.536
-0.579,4.000,7000.000,116.377,2158.572,4249.990,139.763,60.536
-0.578,1.000,8800.000,72.445,1909.737,2094.400,121.562,49.145
-0.578,2.000,8800.000,117.171,2159.055,5093.780,139.831,60.566
-0.578,3.000,8000.000,113.940,2159.055,3661.550,139.831,60.566
-0.578,4.000,7000.000,116.427,2159.055,4252.450,139.831,60.566
-0.577,1.000,8800.000,72.467,1910.004,2094.400,121.577,49.145
-0.577,2.000,8800.000,117.218,2160.104,5094.180,139.899,60.595
-0.577,3.000,8000.000,113.990,2160.104,3665.820,139.899,60.595
-0.577,4.000,7000.000,117.239,2160.104,4254.830,139.899,60.595
-0.576,1.000,8800.000,72.499,1910.284,2094.400,121.592,49.145
-0.576,2.000,8800.000,117.111,2161.154,5092.890,139.966,60.625
-0.576,3.000,8000.000,113.891,2161.154,3666.250,139.966,60.625
-0.576,4.000,7000.000,116.370,2161.154,4250.400,139.966,60.625
-0.575,1.000,7400.000,59.281,1910.559,2094.400,121.608,49.144
-0.575,2.000,8800.000,117.153,2162.769,5096.870,140.034,60.654
-0.575,3.000,8000.000,113.935,2162.769,3937.230,140.034,60.654
-0.575,4.000,7000.000,116.413,2162.769,4253.590,140.034,60.654
-0.574,1.000,7400.000,59.292,1910.836,2094.400,121.622,49.144
-0.574,2.000,8800.000,117.205,2163.834,5096.970,140.101,60.684
-0.574,3.000,8000.000,113.990,2163.834,3940.650,140.101,60.684
-0.574,4.000,7000.000,116.466,2163.834,4255.070,140.101,60.684
-0.573,1.000,7400.000,59.311,1911.106,2094.400,121.636,49.143
-0.573,2.000,8800.000,117.254,2164.891,5100.560,140.169,60.714
-0.573,3.000,8000.000,114.040,2164.891,3943.180,140.169,60.714
-0.573,4.000,7000.000,116.515,2164.891,4258.550,140.169,60.714
-0.572,1.000,7400.000,59.322,1911.356,2094.400,121.648,49.141
-0.572,2.000,8800.000,117.302,2165.946,5100.780,140.237,60.744
-0.572,3.000,8000.000,114.091,2165.946,3945.830,140.237,60.744
-0.572,4.000,7000.000,117.324,2165.946,4260.940,140.237,60.744
-0.571,1.000,7400.000,59.342,1911.601,2094.400,121.659,49.136
-0.571,2.000,8800.000,117.197,2167.019,5100.990,140.304,60.773
-0.571,3.000,8000.000,113.994,2167.019,3948.160,140.304,60.773
-0.571,4.000,7000.000,116.461,2167.019,4257.680,140.304,60.773
-0.570,1.000,7400.000,59.360,1911.758,2094.400,121.667,49.134
-0.570,2.000,8800.000,117.233,2168.040,5103.260,140.372,60.803
-0.570,3.000,8000.000,114.033,2168.040,3942.410,140.372,60.803
-0.570,4.000,7000.000,116.498,2168.040,4259.580,140.372,60.803
-0.569,1.000,7400.000,59.375,1912.191,2094.400,121.712,49.153
-0.569,2.000,8800.000,117.282,2169.096,5106.440,140.440,60.833
-0.569,3.000,8000.000,114.084,2169.096,3946.050,140.440,60.833
-0.569,4.000,7000.000,116.547,2169.096,4260.950,140.440,60.833
-0.568,1.000,7400.000,59.391,1912.888,2094.400,121.756,49.171
-0.568,2.000,8800.000,117.336,2170.166,5107.840,140.508,60.862
-0.568,3.000,8000.000,114.141,2170.166,3949.290,140.508,60.862
-0.568,4.000,7000.000,117.360,2170.166,4263.570,140.508,60.862
-0.567,1.000,7400.000,59.405,1913.269,2094.400,121.761,49.147
-0.567,2.000,8800.000,117.217,2171.204,5109.020,140.575,60.892
-0.567,3.000,8000.000,114.030,2171.204,3953.460,140.575,60.892
-0.567,4.000,7000.000,116.486,2171.204,4259.790,140.575,60.892
-0.566,1.000,8800.000,72.760,1913.492,2094.400,121.773,49.238
-0.566,2.000,8800.000,117.267,2171.669,5116.750,140.643,60.921
-0.566,3.000,8000.000,114.081,2171.669,3686.180,140.643,60.921
-0.566,4.000,7000.000,116.536,2171.669,4261.960,140.643,60.921
-0.565,1.000,8800.000,72.772,1913.693,2094.400,121.784,49.170
-0.565,2.000,8800.000,117.311,2172.714,5112.770,140.711,60.952
-0.565,3.000,8000.000,114.128,2172.714,3687.590,140.711,60.952
-0.565,4.000,7000.000,116.581,2172.714,4264.210,140.711,60.952
-0.564,1.000,7400.000,59.466,1913.948,2094.400,121.798,49.167
-0.564,2.000,8800.000,117.355,2174.356,5118.840,140.779,60.982
-0.564,3.000,8000.000,114.177,2174.356,3957.080,140.779,60.982
-0.564,4.000,7000.000,116.626,2174.356,4267.840,140.779,60.982
-0.563,1.000,8800.000,72.844,1914.223,2094.400,121.812,49.164
-0.563,2.000,8800.000,117.248,2174.839,5121.100,140.847,61.011
-0.563,3.000,8000.000,114.076,2174.839,3692.530,140.847,61.011
-0.563,4.000,7000.000,116.522,2174.839,4263.180,140.847,61.011
-0.562,1.000,8800.000,72.864,1914.482,2094.400,121.828,49.164
-0.562,2.000,8800.000,117.293,2175.891,5118.520,140.915,61.041
-0.562,3.000,8000.000,114.124,2175.891,3694.360,140.915,61.041
-0.562,4.000,7000.000,116.568,2175.891,4265.430,140.915,61.041
-0.561,1.000,7400.000,59.519,1914.765,2094.400,121.842,49.164
-0.561,2.000,8800.000,117.346,2177.542,5120.520,140.982,61.071
-0.561,3.000,8000.000,114.178,2177.542,3982.250,140.982,61.071
-0.561,4.000,7000.000,116.621,2177.542,4268.940,140.982,61.071
-0.560,1.000,7400.000,59.528,1915.027,2094.400,121.854,49.160
-0.560,2.000,8800.000,117.394,2178.602,5121.330,141.050,61.100
-0.560,3.000,8000.000,114.229,2178.602,3985.230,141.050,61.100
-0.560,4.000,7000.000,116.669,2178.602,4271.340,141.050,61.100
-0.559,1.000,7400.000,59.551,1915.298,2094.400,121.871,49.162
-0.559,2.000,8800.000,117.438,2179.653,5118.950,141.118,61.130
-0.559,3.000,8000.000,114.276,2179.653,3984.520,141.118,61.130
-0.559,4.000,7000.000,116.714,2179.653,4272.510,141.118,61.130
-0.558,1.000,7400.000,59.566,1915.560,2094.400,121.887,49.162
-0.558,2.000,8800.000,117.326,2180.721,5121.500,141.186,61.160
-0.558,3.000,8000.000,114.171,2180.721,3987.810,141.186,61.160
-0.558,4.000,7000.000,116.605,2180.721,4268.950,141.186,61.160
-0.557,1.000,7400.000,59.581,1915.837,2094.400,121.899,49.160
-0.557,2.000,8800.000,117.372,2181.766,5122.770,141.254,61.189
-0.557,3.000,8000.000,114.220,2181.766,3985.160,141.254,61.189
-0.557,4.000,7000.000,116.651,2181.766,4271.270,141.254,61.189
-0.556,1.000,7400.000,59.599,1916.096,2094.400,121.912,49.159
-0.556,2.000,8800.000,117.419,2182.826,5124.650,141.322,61.220
-0.556,3.000,8000.000,114.269,2182.826,4004.690,141.322,61.220
-0.556,4.000,7000.000,116.699,2182.826,4273.640,141.322,61.220
-0.555,1.000,7400.000,59.611,1916.360,2094.400,121.930,49.161
