Steer		Gear		RPM		Speed		Distance		Min RPM		Max speed		Radius
-0.7999999999999999		2		8800.0		114.333		1928.002		5049.97		124.812		53.795
-0.7999999999999999		3		8000.0		110.179		1928.002		3595.4		124.812		53.795
-0.7999999999999999		4		7000.0		114.293		1928.002		3600.3		124.812		53.795
-0.7989999999999999		1		7800.0		58.5888		1835.618		2094.4		117.399		48.852
-0.7989999999999999		2		8800.0		114.325		1929.058		5049.51		124.881		53.827
-0.7989999999999999		3		8000.0		110.175		1929.058		3597.31		124.881		53.827
-0.7989999999999999		4		7000.0		114.285		1929.058		3615.03		124.881		53.827
-0.7979999999999999		1		7800.0		58.5966		1836.033		2094.4		117.421		48.841
-0.7979999999999999		2		8800.0		114.317		1930.119		5050.7		124.949		53.859
-0.7979999999999999		3		8000.0		110.171		1930.119		3602.39		124.949		53.859
-0.7979999999999999		4		7000.0		114.278		1930.119		3629.81		124.949		53.859
-0.7969999999999999		1		7800.0		58.6186		1836.421		2094.4		117.45		48.893
-0.7969999999999999		2		8800.0		114.362		1931.147		5053.08		125.018		53.891
-0.7969999999999999		3		8000.0		110.219		1931.147		3599.01		125.018		53.891
-0.7969999999999999		4		7000.0		114.323		1931.147		3644.74		125.018		53.891
-0.7959999999999999		1		7800.0		58.6257		1836.858		2094.4		117.469		48.883
-0.7959999999999999		2		8800.0		114.354		1932.212		5056.6		125.087		53.923
-0.7959999999999999		3		8000.0		110.216		1932.212		3606.71		125.087		53.923
-0.7959999999999999		4		7000.0		114.316		1932.212		3659.58		125.087		53.923
-0.7949999999999999		1		7800.0		58.652		1837.25		2094.4		117.492		48.877
-0.7949999999999999		2		8800.0		114.399		1933.243		5053.19		125.156		53.954
-0.7949999999999999		3		8000.0		110.263		1933.243		3600.33		125.156		53.954
-0.7949999999999999		4		7000.0		114.361		1933.243		3674.55		125.156		53.954
-0.7939999999999999		1		7800.0		58.6654		1837.65		2094.4		117.515		48.88
-0.7939999999999999		2		8800.0		114.389		1934.296		5056.57		125.225		53.986
-0.7939999999999999		3		8000.0		110.257		1934.296		3603.06		125.225		53.986
-0.7939999999999999		4		7000.0		114.351		1934.296		3689.42		125.225		53.986
-0.7929999999999999		1		7800.0		58.6706		1838.075		2094.4		117.538		48.882
-0.7929999999999999		2		8800.0		114.381		1935.374		5052.28		125.294		54.018
-0.7929999999999999		3		8000.0		110.254		1935.374		3605.33		125.294		54.018
-0.7929999999999999		4		7000.0		114.344		1935.374		3704.25		125.294		54.018
-0.7919999999999999		1		7800.0		58.6895		1838.428		2094.4		117.557		48.881
-0.7919999999999999		2		8800.0		114.422		1936.383		5052.44		125.362		54.05
-0.7919999999999999		3		8000.0		110.297		1936.383		3607.05		125.362		54.05
-0.7919999999999999		4		7000.0		114.385		1936.383		3719.17		125.362		54.05
-0.7909999999999999		1		7800.0		58.7033		1838.847		2094.4		117.585		48.887
-0.7909999999999999		2		8800.0		114.409		1937.439		5052.22		125.431		54.082
-0.7909999999999999		3		8000.0		110.289		1937.439		3609.34		125.431		54.082
-0.7909999999999999		4		7000.0		114.373		1937.439		3733.95		125.431		54.082
-0.7899999999999999		1		7800.0		58.7243		1839.209		2094.4		117.607		48.889
-0.7899999999999999		2		8800.0		114.446		1938.423		5055.97		125.5		54.113
-0.7899999999999999		3		8000.0		110.329		1938.423		3620.9		125.5		54.113
-0.7899999999999999		4		7000.0		114.41		1938.423		3748.9		125.5		54.113
-0.7889999999999999		1		7800.0		58.7378		1839.593		2094.4		117.629		48.891
-0.7889999999999999		2		8800.0		114.432		1939.478		5088.66		125.569		54.145
-0.7889999999999999		3		8000.0		110.32		1939.478		3619.25		125.569		54.145
-0.7889999999999999		4		7000.0		114.397		1939.478		3763.69		125.569		54.145
-0.7879999999999999		1		7800.0		58.7523		1839.988		2094.4		117.653		48.894
-0.7879999999999999		2		8800.0		114.479		1940.516		5093.84		125.638		54.175
-0.7879999999999999		3		8000.0		110.369		1940.516		3611.24		125.638		54.175
-0.7879999999999999		4		7000.0		114.443		1940.516		3778.69		125.638		54.175
-0.7869999999999999		1		7800.0		58.7738		1840.387		2094.4		117.675		48.895
-0.7869999999999999		2		8800.0		114.464		1941.572		5083.27		125.707		54.208
-0.7869999999999999		3		8000.0		110.359		1941.572		3616.07		125.707		54.208
-0.7869999999999999		4		7000.0		114.429		1941.572		3793.52		125.707		54.208
-0.7859999999999999		1		7800.0		58.7801		1840.777		2094.4		117.694		48.895
-0.7859999999999999		2		8800.0		114.515		1942.635		5091.3		125.776		54.237
-0.7859999999999999		3		8000.0		110.412		1942.635		3620.87		125.776		54.237
-0.7859999999999999		4		7000.0		114.48		1942.635		3808.51		125.776		54.237
-0.7849999999999999		1		7800.0		58.8054		1841.187		2094.4		117.723		48.901
-0.7849999999999999		2		8800.0		114.498		1943.677		5092.37		125.845		54.269
-0.7849999999999999		3		8000.0		110.4		1943.677		3622.69		125.845		54.269
-0.7849999999999999		4		7000.0		114.463		1943.677		3823.36		125.845		54.269
-0.7839999999999999		1		7800.0		58.824		1841.596		2094.4		117.745		48.902
-0.7839999999999999		2		8800.0		114.544		1944.722		5090.33		125.914		54.299
-0.7839999999999999		3		8000.0		110.449		1944.722		3623.71		125.914		54.299
-0.7839999999999999		4		7000.0		114.51		1944.722		3838.34		125.914		54.299
-0.7829999999999999		1		7800.0		58.8327		1841.973		2094.4		117.767		48.897
-0.7829999999999999		2		8800.0		114.528		1945.766		5091.17		125.983		54.33
-0.7829999999999999		3		8000.0		110.437		1945.766		3628.86		125.983		54.33
-0.7829999999999999		4		7000.0		114.494		1945.766		3853.19		125.983		54.33
-0.7819999999999999		1		7800.0		58.8417		1842.364		2094.4		117.79		48.882
-0.7819999999999999		2		8800.0		114.576		1946.809		5093.1		126.052		54.354
-0.7819999999999999		3		8000.0		110.488		1946.809		3629.37		126.052		54.354
-0.7819999999999999		4		7000.0		114.542		1946.809		3868.18		126.052		54.354
-0.7809999999999999		1		7800.0		58.859		1842.774		2094.4		117.812		48.946
-0.7809999999999999		2		8800.0		114.562		1947.882		5093.96		126.121		54.374
-0.7809999999999999		3		8000.0		110.478		1947.882		3624.5		126.121		54.374
-0.7809999999999999		4		7000.0		114.529		1947.882		3883.04		126.121		54.374
-0.7799999999999999		1		7800.0		58.8721		1843.147		2094.4		117.833		48.926
-0.7799999999999999		2		8800.0		114.608		1948.915		5093.01		126.19		55.153
-0.7799999999999999		3		8000.0		110.526		1948.915		3628.06		126.19		55.153
-0.7799999999999999		4		7000.0		114.574		1948.915		3898.05		126.19		55.153
-0.7789999999999999		1		7800.0		58.8929		1843.507		2094.4		117.854		48.918
-0.7789999999999999		2		8800.0		114.587		1949.955		5095.87		126.259		54.532
-0.7789999999999999		3		8000.0		110.511		1949.955		3629.51		126.259		54.532
-0.7789999999999999		4		7000.0		114.555		1949.955		3912.88		126.259		54.532
-0.7779999999999999		1		7800.0		58.9034		1843.931		2094.4		117.88		48.929
-0.7779999999999999		2		8800.0		114.57		1951.01		5096.76		126.328		54.526
-0.7779999999999999		3		8000.0		110.499		1951.01		3632.39		126.328		54.526
-0.7779999999999999		4		7000.0		114.538		1951.01		3927.73		126.328		54.526
-0.7769999999999999		1		7800.0		58.9219		1844.336		2094.4		117.902		48.928
-0.7769999999999999		2		8800.0		114.618		1952.061		5099.86		126.397		54.548
-0.7769999999999999		3		8000.0		110.549		1952.061		3634.58		126.397		54.548
-0.7769999999999999		4		7000.0		114.586		1952.061		3942.71		126.397		54.548
-0.7759999999999999		1		7800.0		58.9422		1844.702		2094.4		117.924		48.929
-0.7759999999999999		2		8800.0		114.596		1953.1		5094.67		126.466		54.575
-0.7759999999999999		3		8000.0		110.532		1953.1		3636.03		126.466		54.575
-0.7759999999999999		4		7000.0		114.565		1953.1		3957.53		126.466		54.575
-0.7749999999999999		1		7800.0		58.9379		1845.052		2094.4		117.947		48.932
-0.7749999999999999		2		8800.0		114.637		1954.112		5090.83		126.535		54.608
-0.7749999999999999		3		8000.0		110.576		1954.112		3640.06		126.535		54.608
-0.7749999999999999		4		7000.0		114.606		1954.112		3972.5		126.535		54.608
-0.7739999999999999		1		7800.0		58.9599		1845.433		2094.4		117.967		48.932
-0.7739999999999999		2		8800.0		114.683		1955.159		5093.83		126.604		54.637
-0.7739999999999999		3		8000.0		110.624		1955.159		3641.78		126.604		54.637
-0.7739999999999999		4		7000.0		114.652		1955.159		3987.44		126.604		54.637
-0.7729999999999999		1		7800.0		58.9744		1845.826		2094.4		117.99		48.935
-0.7729999999999999		2		8800.0		114.665		1956.217		5095.57		126.673		54.666
-0.7729999999999999		3		8000.0		110.611		1956.217		3647.02		126.673		54.666
-0.7729999999999999		4		7000.0		114.635		1956.217		4002.26		126.673		54.666
-0.7719999999999999		1		7800.0		58.9926		1846.196		2094.4		118.01		48.936
-0.7719999999999999		2		8800.0		114.711		1957.252		5092.56		126.742		54.699
-0.7719999999999999		3		8000.0		110.66		1957.252		3650.26		126.742		54.699
-0.7719999999999999		4		7000.0		114.681		1957.252		4017.22		126.742		54.699
-0.7709999999999999		1		7800.0		59.0		1846.58		2094.4		118.04		48.943
-0.7709999999999999		2		8800.0		114.692		1958.308		5095.2		126.812		54.731
-0.7709999999999999		3		8000.0		110.645		1958.308		3652.72		126.812		54.731
-0.7709999999999999		4		7000.0		114.662		1958.308		4025.64		126.812		54.731
-0.7699999999999999		1		7800.0		59.0252		1846.99		2094.4		118.057		48.942
-0.7699999999999999		2		8800.0		114.737		1959.35		5089.31		126.881		54.762
-0.7699999999999999		3		8000.0		110.692		1959.35		3655.42		126.881		54.762
-0.7699999999999999		4		7000.0		114.707		1959.35		4028.0		126.881		54.762
-0.7689999999999999		1		7800.0		59.0425		1847.364		2094.4		118.079		48.942
-0.7689999999999999		2		8800.0		114.715		1960.406		5088.11		126.95		54.794
-0.7689999999999999		3		8000.0		110.672		1960.406		3655.93		126.95		54.794
-0.7689999999999999		4		7000.0		114.686		1960.406		4027.27		126.95		54.794
-0.7679999999999999		1		7800.0		59.0435		1847.755		2094.4		118.101		48.943
-0.7679999999999999		2		8800.0		114.766		1961.459		5092.51		127.019		54.825
-0.7679999999999999		3		8000.0		110.725		1961.459		3659.01		127.019		54.825
-0.7679999999999999		4		7000.0		114.737		1961.459		4029.85		127.019		54.825
-0.7669999999999999		1		7800.0		59.0616		1848.128		2094.4		118.124		48.948
-0.7669999999999999		2		8800.0		114.743		1962.513		5093.6		127.088		54.857
-0.7669999999999999		3		8000.0		110.707		1962.513		3654.99		127.088		54.857
-0.7669999999999999		4		7000.0		114.715		1962.513		4029.7		127.088		54.857
-0.7659999999999999		1		7800.0		59.0761		1848.509		2094.4		118.144		49.259
-0.7659999999999999		2		8800.0		114.789		1963.561		5093.41		127.157		54.889
-0.7659999999999999		3		8000.0		110.756		1963.561		3661.46		127.157		54.889
-0.7659999999999999		4		7000.0		114.761		1963.561		4032.09		127.157		54.889
-0.7649999999999999		1		7800.0		59.0902		1848.882		2094.4		118.166		48.966
-0.7649999999999999		2		8800.0		114.765		1964.609		5094.92		127.227		54.92
-0.7649999999999999		3		8000.0		110.737		1964.609		3659.08		127.227		54.92
-0.7649999999999999		4		7000.0		114.737		1964.609		4031.88		127.227		54.92
-0.7639999999999999		1		7800.0		59.1068		1849.241		2094.4		118.187		48.965
-0.7639999999999999		2		8800.0		114.809		1965.644		5092.66		127.296		54.952
-0.7639999999999999		3		8000.0		110.783		1965.644		3668.41		127.296		54.952
-0.7639999999999999		4		7000.0		114.781		1965.644		4034.2		127.296		54.952
-0.7629999999999999		1		7800.0		59.1226		1849.608		2094.4		118.204		48.961
-0.7629999999999999		2		8800.0		114.787		1966.712		5089.37		127.365		54.984
-0.7629999999999999		3		8000.0		110.767		1966.712		3670.24		127.365		54.984
-0.7629999999999999		4		7000.0		114.761		1966.712		4034.09		127.365		54.984
-0.7619999999999999		1		7800.0		59.1425		1850.009		2094.4		118.234		48.97
-0.7619999999999999		2		8800.0		114.834		1967.763		5095.22		127.434		55.016
-0.7619999999999999		3		8000.0		110.816		1967.763		3673.58		127.434		55.016
-0.7619999999999999		4		7000.0		114.807		1967.763		4035.81		127.434		55.016
-0.7609999999999999		1		7800.0		59.1422		1850.424		2094.4		118.253		48.968
-0.7609999999999999		2		8800.0		114.812		1968.826		5094.16		127.503		55.048
-0.7609999999999999		3		8000.0		110.798		1968.826		3676.58		127.503		55.048
-0.7609999999999999		4		7000.0		114.785		1968.826		4035.68		127.503		55.048
-0.7599999999999999		1		7800.0		59.1573		1850.717		2094.4		118.275		48.969
-0.7599999999999999		2		8800.0		114.845		1969.807		5099.65		127.573		55.08
-0.7599999999999999		3		8000.0		110.834		1969.807		3684.09		127.573		55.08
-0.7599999999999999		4		7000.0		114.819		1969.807		4037.6		127.573		55.08
-0.7589999999999999		1		7800.0		59.1727		1851.138		2094.4		118.296		48.971
-0.7589999999999999		2		8800.0		114.83		1970.906		5088.84		127.642		55.112
-0.7589999999999999		3		8000.0		110.825		1970.906		3681.65		127.642		55.112
-0.7589999999999999		4		7000.0		114.805		1970.906		4037.74		127.642		55.112
-0.7579999999999999		1		7800.0		59.1905		1851.498		2094.4		118.318		48.971
-0.7579999999999999		2		8800.0		114.874		1971.946		5091.53		127.711		55.142
-0.7579999999999999		3		8000.0		110.872		1971.946		3683.39		127.711		55.142
-0.7579999999999999		4		7000.0		114.849		1971.946		4040.08		127.711		55.142
-0.7569999999999999		1		7800.0		59.2077		1851.876		2094.4		118.339		48.973
-0.7569999999999999		2		8800.0		114.849		1973.006		5090.69		127.78		55.175
-0.7569999999999999		3		8000.0		110.851		1973.006		3686.6		127.78		55.175
-0.7569999999999999		4		7000.0		114.825		1973.006		4039.84		127.78		55.175
-0.7559999999999999		1		7800.0		59.2203		1852.196		2094.4		118.36		48.977
-0.7559999999999999		2		8800.0		114.884		1974.008		5088.09		127.85		55.206
-0.7559999999999999		3		8000.0		110.889		1974.008		3682.71		127.85		55.206
-0.7559999999999999		4		7000.0		114.86		1974.008		4041.81		127.85		55.206
-0.7549999999999999		1		7800.0		59.2276		1852.553		2094.4		118.381		48.978
-0.7549999999999999		2		8800.0		114.928		1975.046		5086.22		127.919		55.239
-0.7549999999999999		3		8000.0		110.936		1975.046		3689.27		127.919		55.239
-0.7549999999999999		4		7000.0		114.904		1975.046		4044.14		127.919		55.239
-0.7539999999999999		1		8800.0		69.7145		1852.916		2094.4		118.401		48.977
-0.7539999999999999		2		8800.0		114.91		1975.846		5093.52		127.988		55.271
-0.7539999999999999		3		8000.0		110.923		1975.846		3385.43		127.988		55.271
-0.7539999999999999		4		7000.0		114.886		1975.846		4044.19		127.988		55.271
-0.7529999999999999		1		7800.0		59.257		1853.27		2094.4		118.424		48.983
-0.7529999999999999		2		8800.0		114.95		1977.15		5097.79		128.058		55.303
-0.7529999999999999		3		8000.0		110.965		1977.15		3695.16		128.058		55.303
-0.7529999999999999		4		7000.0		114.926		1977.15		4047.0		128.058		55.303
-0.7519999999999999		1		8800.0		69.7544		1853.702		2094.4		118.448		48.98
-0.7519999999999999		2		8800.0		114.932		1977.956		5088.91		128.127		55.335
-0.7519999999999999		3		8000.0		110.953		1977.956		3389.18		128.127		55.335
-0.7519999999999999		4		7000.0		114.909		1977.956		4047.05		128.127		55.335
-0.7509999999999999		1		7800.0		59.2906		1854.041		2094.4		118.467		48.974
-0.7509999999999999		2		8800.0		114.961		1979.225		5081.35		128.196		55.367
-0.7509999999999999		3		8000.0		110.985		1979.225		3690.85		128.196		55.367
-0.7509999999999999		4		7000.0		114.939		1979.225		4048.82		128.196		55.367
-0.7499999999999999		1		7800.0		59.305		1854.382		2094.4		118.488		49.361
-0.7499999999999999		2		8800.0		115.005		1980.262		5082.49		128.266		55.398
-0.7499999999999999		3		8000.0		111.031		1980.262		3688.09		128.266		55.398
-0.7499999999999999		4		7000.0		114.983		1980.262		4051.13		128.266		55.398
-0.7489999999999999		1		7600.0		58.1099		1854.743		2094.4		118.509		49.008
-0.7489999999999999		2		8800.0		115.014		1981.346		5086.94		128.335		55.431
-0.7489999999999999		3		8000.0		111.044		1981.346		3593.16		128.335		55.431
-0.7489999999999999		4		7000.0		114.992		1981.346		4052.12		128.335		55.431
-0.7479999999999999		1		7600.0		58.1222		1855.168		2094.4		118.528		49.003
-0.7479999999999999		2		8800.0		114.997		1982.471		5083.44		128.404		55.463
-0.7479999999999999		3		8000.0		111.031		1982.471		3591.59		128.404		55.463
-0.7479999999999999		4		7000.0		114.975		1982.471		4051.5		128.404		55.463
-0.7469999999999999		1		7600.0		58.1329		1855.552		2094.4		118.551		49.001
-0.7469999999999999		2		8800.0		114.971		1983.546		5085.42		128.474		55.494
-0.7469999999999999		3		8000.0		111.011		1983.546		3595.99		128.474		55.494
-0.7469999999999999		4		7000.0		114.95		1983.546		4051.26		128.474		55.494
-0.7459999999999999		1		7600.0		58.1461		1855.943		2094.4		118.571		49.002
-0.7459999999999999		2		8800.0		115.023		1984.631		5091.03		128.543		55.527
-0.7459999999999999		3		8000.0		111.064		1984.631		3599.52		128.543		55.527
-0.7459999999999999		4		7000.0		115.002		1984.631		4053.85		128.543		55.527
-0.7449999999999999		1		7600.0		58.1664		1856.346		2094.4		118.592		49.003
-0.7449999999999999		2		8800.0		115.078		1985.734		5083.56		128.612		55.559
-0.7449999999999999		3		8000.0		111.122		1985.734		3612.77		128.612		55.559
-0.7449999999999999		4		7000.0		115.057		1985.734		4056.6		128.612		55.559
-0.7439999999999999		1		7600.0		58.1898		1856.738		2094.4		118.613		49.004
-0.7439999999999999		2		8800.0		115.046		1986.761		5082.5		128.682		55.59
-0.7439999999999999		3		8000.0		111.038		1986.761		3617.35		128.682		55.59
