-0.030,2,8800,126.64,2447.48,6636.06,49.64,123.393
-0.030,3,8600,169.99,2998.92,6266.6,62.52,107.092
-0.030,4,8800,220.34,2998.92,4939.39,62.52,107.092
-0.028,2,8800,126.72,2448.67,6631.04,49.66,133.303
-0.028,3,8600,170.09,3059.38,6265.43,63.9,122.542
-0.028,4,8800,226.58,3082.3,4942.12,64.56,111.465
-0.025,2,8800,126.77,2449.75,6628.58,49.68,145.490
-0.025,3,8600,170.15,3072.34,6262.76,64.1,136.119
-0.025,4,8600,221.84,3200.02,4943.95,67.62,120.698
-0.025,5,9000,227.2,3200.02,4816.81,67.62,120.698
-0.024,2,8800,126.81,2450.14,6626.75,49.68,151.146
-0.024,3,8600,170.29,3075.77,6262.8,64.16,141.952
-0.024,4,8800,227.29,3249.6,4945.32,68.94,125.249
-0.023,2,8800,126.83,2450.59,6625.73,49.69,157.372
-0.023,3,8600,170.42,3079.84,6263.29,64.23,148.175
-0.023,4,8600,222.09,3301.96,4946.36,70.41,130.770
-0.023,5,9000,227.47,3301.96,5718.92,70.41,130.770
-0.022,2,8800,126.88,2450.91,6627.52,49.69,164.140
-0.022,3,8600,170.56,3081.96,6263.62,64.25,155.010
-0.022,4,8600,222.32,3352.24,4948.09,71.8,136.810
-0.022,5,9000,227.6,3352.24,5716.76,71.8,136.810
-0.021,2,8800,126.88,2451.28,6622.54,49.7,171.610
-0.021,3,8600,170.36,3084.04,6262.1,64.28,162.460
-0.021,4,8600,222.44,3400.34,4948.09,73.17,143.660
-0.021,5,9000,227.7,3400.34,5720.69,73.17,143.660
-0.020,2,8800,126.93,2451.72,6622.13,49.71,179.860
-0.020,3,8600,170.49,3086.14,6263.62,64.31,170.600
-0.020,4,8600,222.48,3446.37,4950.27,74.51,151.370
-0.020,5,9000,227.82,3446.37,5724.12,74.51,151.370
-0.019,2,8800,126.93,2451.92,6620.53,49.71,189.010
-0.019,3,8600,170.59,3087.63,6262.2,64.33,179.620
-0.019,4,8600,222.59,3490.01,4950.22,75.81,159.860
-0.019,5,9000,227.98,3490.01,5729.17,75.81,159.860
-0.018,2,8800,126.98,2452.36,6620,49.72,199.210
-0.018,3,8600,170.71,3090,6263.42,64.37,189.640
-0.018,4,8600,222.65,3530.89,4951.92,77.02,169.230
-0.018,5,9000,228.05,3530.89,5731.95,77.02,169.230
-0.0175,2,8800,126.96,2452.45,6618.95,49.72,204.764
-0.0175,3,8600,170.74,3090.5,6262.15,64.38,195.064
-0.0175,4,8600,222.74,3550.32,4951.46,77.61,174.315
-0.0175,5,9000,228.05,3550.32,5735.97,77.61,174.315
-0.0170,2,8800,127,2384.07,6619.52,47.84,253.275
-0.0170,3,8600,170.48,3091.06,6263.28,64.38,200.813
-0.0170,4,8600,222.65,3569.28,4952.71,78.18,179.651
-0.0170,5,9000,228.05,3569.28,5734.27,78.18,179.651
-0.0165,2,8800,126.97,2452.62,6616.72,49.72,216.900
-0.0165,3,8600,170.51,3091.54,6261.6,64.39,206.909
-0.0165,4,8600,222.7,3587.45,4951.88,78.73,185.510
-0.0165,5,9000,228.17,3587.45,5737.86,78.73,185.510
-0.0160,2,8800,126.98,2452.99,6616.25,49.73,223.550
-0.0160,3,8600,170.56,3092.21,6261.49,64.4,213.386
-0.0160,4,8600,222.75,3605.1,4952.25,79.27,191.259
-0.0160,5,9000,228.12,3605.1,5735.05,79.27,191.259
-0.0155,2,8800,127,2453.07,6616.16,49.73,230.631
-0.0155,3,8600,170.6,3092.67,6261.65,64.4,220.285
-0.0155,4,8600,222.8,3622.19,4952.72,79.8,197.718
-0.0155,5,9000,228.21,3622.19,5738.84,79.8,197.718
-0.0150,2,8800,127.02,2453.17,6618.52,49.73,238.204
-0.0150,3,8600,170.66,3093.1,6262.71,64.41,227.646
-0.0150,4,8600,222.83,3638.71,4953.82,80.3,204.501
-0.0150,5,9000,228.13,3638.71,5735.85,80.3,204.501
-0.0145,2,8800,127.04,2453.25,6619.05,49.73,246.304
-0.0145,3,8600,170.7,3093.49,6263,64.41,235.514
-0.0145,4,8600,222.85,3654.65,4954.37,80.79,211.798
-0.0145,5,9000,228.21,3654.65,5739.4,80.79,211.798
-0.0140,2,8800,127.06,2453.37,6620.44,49.74,254.991
-0.0140,3,8600,170.75,3094.63,6263.73,64.43,243.927
-0.0140,4,8600,222.86,3670.04,4955.18,81.27,219.569
-0.0140,5,9000,228.27,3670.04,5742.97,81.27,219.569
-0.0135,2,8800,127.03,2453.41,6615.14,49.74,264.332
-0.0135,3,8600,170.77,3094.92,6261.88,64.44,252.982
-0.0135,4,8600,222.85,3684.76,4954.24,81.73,227.893
-0.0135,5,9000,228.31,3684.76,5738.84,81.73,227.893
-0.0130,2,8800,127.06,2453.49,6617.49,49.74,274.402
-0.0130,3,8600,170.82,3095.28,6263.01,64.44,262.752
-0.0130,4,8600,223.04,3698.72,4955.33,82.14,236.914
-0.0130,5,9000,228.35,3698.72,5742.21,82.14,236.914
-0.0125,2,8800,127.07,2453.56,6615.62,49.74,285.290
-0.0125,3,8600,170.86,3095.67,6263.24,64.44,273.291
-0.0125,4,8600,223.02,3711.66,4955.79,82.51,246.706
-0.0125,5,9000,228.38,3711.66,5745.23,82.51,246.706
-0.0120,2,8800,127.06,2453.59,6614.22,49.74,297.098
-0.0120,3,8600,170.88,3095.92,6261.97,64.45,284.731
-0.0120,4,8600,222.97,3723.82,4955.2,82.86,257.270
-0.0120,5,9000,228.38,3723.82,5740.78,82.86,257.270
-0.0115,2,8800,127.09,2453.67,6614.98,49.74,309.943
-0.0115,3,8800,174.74,3096.23,6263.2,64.45,297.162
-0.0115,4,8600,222.96,3735.12,4956.33,83.2,268.747
-0.0115,5,9000,228.41,3735.12,4952.54,83.2,268.747
-0.0110,2,8800,127.09,2454.11,6614.69,49.75,323.968
-0.0110,3,8800,174.78,3096.95,6263.18,64.46,310.718
-0.0110,4,8600,223.12,3746.15,4956.59,83.52,281.268
-0.0110,5,9000,228.4,3746.15,4953.72,83.52,281.268
-0.0105,2,8600,123.88,2174.66,6613.08,49.75,352.778
-0.0105,3,8600,170.81,3097.22,2094.4,64.46,325.607
-0.0105,4,8600,223.12,3757.21,6013.29,83.83,294.956
-0.0105,5,9000,228.44,3757.21,5733.83,83.83,294.956
