-1.000,2,8600,107.98,1532.69,7169.51,30.95,47.403
-1.000,3,7800,103.19,1532.69,4270.98,30.95,47.403
-1.000,4,7000,107.91,1532.69,2094.4,30.95,47.403
-0.950,2,8600,108.58,1576.54,7169.68,31.88,49.276
-0.950,3,7800,103.98,1576.54,4288.73,31.88,49.276
-0.950,4,7000,108.53,1576.54,2094.4,31.88,49.276
-0.900,2,8800,113.16,1621.15,7149,32.82,50.694
-0.900,3,8000,108.57,1621.15,4318.29,32.82,50.694
-0.900,4,7000,113.08,1621.15,2352.12,32.82,50.694
-0.850,2,8800,113.82,1665.84,7151.62,33.77,52.165
-0.850,3,8000,109.41,1665.84,4330.99,33.77,52.165
-0.850,4,7000,113.76,1665.84,2899.43,33.77,52.165
-0.800,2,8800,114.47,1711.03,7152.43,34.73,53.794
-0.800,3,8000,110.24,1711.03,4350.9,34.73,53.794
-0.800,4,7000,114.43,1711.03,3610.22,34.73,53.794
-0.750,2,8800,115.12,1756.58,7160.7,35.7,55.375
-0.750,3,8000,111.08,1756.58,4374.87,35.7,55.375
-0.750,4,7000,115.1,1756.58,4050.38,35.7,55.375
-0.700,2,8800,115.73,1802.06,7151.42,36.66,56.948
-0.700,3,8000,111.88,1802.06,4397.39,36.66,56.948
-0.700,4,7000,115.73,1802.06,4104.87,36.66,56.948
-0.650,2,8800,116.42,1846.43,7148.64,37.59,58.428
-0.650,3,8000,112.76,1846.43,4421.54,37.59,58.428
-0.650,4,7000,116.43,1846.43,4162.24,37.59,58.428
-0.600,2,8800,117.05,1891.1,7168.26,38.53,59.900
-0.600,3,8000,113.59,1891.1,4447.84,38.53,59.900
-0.600,4,7000,117.08,1891.1,4217.44,38.53,59.900
-0.550,2,8800,117.64,1936.41,7160.27,39.48,61.376
-0.550,3,8000,114.38,1936.41,4474.54,39.48,61.376
-0.550,4,7000,117.68,1936.41,4270.25,39.48,61.376
-0.500,2,8800,118.16,1982.39,7162.8,40.44,62.886
-0.500,3,8000,115.12,1982.39,4504.2,40.44,62.886
-0.500,4,7000,118.22,1982.39,4323.2,40.44,62.886
-0.450,2,8800,118.72,2029.41,7152.67,41.43,64.420
-0.450,3,8200,117.08,2029.41,4536.65,41.43,64.420
-0.450,4,7000,118.8,2029.41,4375.71,41.43,64.420
-0.400,2,8800,119.36,2077.73,7149.49,42.44,65.992
-0.400,3,8400,118.89,2077.73,4569.52,42.44,65.992
-0.400,4,7000,119.46,2077.73,4432.93,42.44,65.992
-0.350,2,8800,120,2126.39,7145.38,43.44,67.536
-0.350,3,8600,120.11,2126.39,4604.16,43.44,67.536
-0.300,2,8800,120.63,2173.9,7132.88,44.41,69.031
-0.300,3,8600,120.76,2173.9,4637.67,44.41,69.031
-0.250,2,8800,121.27,2224.7,7112.75,45.44,70.711
-0.250,3,8600,161.4,2239.02,4660.83,45.92,71.576
-0.250,4,7800,157.75,2239.02,4617.8,45.92,71.576
-0.250,5,8900,161.29,2239.02,4221.25,45.92,71.576
-0.200,2,8800,121.99,2280.96,7062.92,46.58,72.612
-0.200,3,8600,162.41,2312.27,4677.92,47.47,74.211
-0.200,4,7800,159.13,2312.27,4696.61,47.47,74.211
-0.200,5,8900,162.34,2312.27,4495.87,47.47,74.211
-0.150,2,8800,122.91,2314.28,6987.51,47.13,73.728
-0.150,3,8600,163.64,2396.81,4688.79,49.23,77.312
-0.150,4,7800,160.75,2396.81,4772.78,49.23,77.312
-0.150,5,8900,163.62,2396.81,4508.34,49.23,77.312
-0.100,2,8800,124.48,2350.24,6833.31,47.74,75.712
-0.100,3,8600,165.41,2501.04,4672.04,51.36,81.289
-0.100,4,7800,163.07,2501.04,4862.48,51.36,81.289
-0.100,5,8900,165.44,2501.04,4592.27,51.36,81.289
-0.095,2,8800,124.43,2354.44,6822.33,47.82,76.063
-0.095,3,8600,165.62,2513.36,4664.86,51.62,81.733
-0.095,4,7800,163.35,2513.36,4864.55,51.62,81.733
-0.095,5,8900,165.65,2513.36,4602.42,51.62,81.733
-0.090,2,8800,124.8,2359.08,6795.16,47.9,76.520
-0.090,3,8600,165.82,2526.22,4665.57,51.88,82.278
-0.090,4,7800,163.62,2526.22,4878.67,51.88,82.278
-0.090,5,8900,165.85,2526.22,4612.74,51.88,82.278
-0.085,2,8800,125.16,2363.51,6776.57,47.98,76.792
-0.085,3,8800,169.84,2539.61,4661.33,52.15,82.805
-0.085,4,8000,167.79,2539.61,4893.6,52.15,82.805
-0.085,5,8900,169.85,2539.61,4721.88,52.15,82.805
-0.080,2,8800,125.49,2368.14,6763.53,48.06,77.238
-0.080,3,8600,166.4,2553.63,4652.73,52.43,83.348
-0.080,4,7800,164.36,2553.63,4906.79,52.43,83.348
-0.080,5,8900,166.44,2553.63,4639.06,52.43,83.348
-0.075,2,8800,125.46,2374.9,6744.71,48.2,77.957
-0.075,3,8600,166.66,2568.48,4651.6,52.73,83.969
-0.075,4,7800,164.7,2568.48,4906.84,52.73,83.969
-0.075,5,8900,166.71,2568.48,4652,52.73,83.969
-0.070,2,8800,125.77,2382.6,6730.51,48.35,78.897
-0.070,3,8800,170.77,2584.07,4645.49,53.05,84.564
-0.070,4,8000,168.97,2584.07,4917.96,53.05,84.564
-0.070,5,8900,170.8,2584.07,4764.97,53.05,84.564
-0.065,2,8800,125.72,2391.77,6720.78,48.53,80.181
-0.065,3,8800,171.07,2600.68,4641.56,53.38,85.316
-0.065,4,8000,169.37,2600.68,4915.24,53.38,85.316
-0.065,5,8900,171.11,2600.68,4780.06,53.38,85.316
-0.060,2,8800,126.04,2400.28,6707.9,48.7,81.891
-0.060,3,8800,171.53,2618.38,4636.3,53.74,86.043
-0.060,4,8000,169.93,2618.38,4925.35,53.74,86.043
-0.060,5,8900,171.57,2618.38,4799.84,53.74,86.043
-0.055,2,8800,126.3,2408.69,6686.63,48.87,84.132
-0.055,3,8800,171.97,2637.28,4631.98,54.13,86.784
-0.055,4,8000,170.48,2637.28,4933.55,54.13,86.784
-0.055,5,8900,172.02,2637.28,4819.87,54.13,86.784
-0.050,2,8800,126.19,2417.34,6674.62,49.04,87.257
-0.050,3,8800,172.44,2657.82,4632.63,54.54,87.726
-0.050,4,8000,171.08,2657.82,4927.01,54.54,87.726
-0.050,5,8900,172.5,2657.82,4841.34,54.54,87.726
-0.045,2,8800,126.42,2425.23,6664.48,49.19,91.809
-0.045,3,8800,172.81,2680.06,4627.88,55,88.685
-0.045,4,8000,171.58,2680.06,4934.24,55,88.685
-0.045,5,8900,172.87,2680.06,4860.59,55,88.685
-0.040,2,8800,126.69,2431.79,6660.75,49.32,98.588
-0.040,3,8800,173.36,2704.53,4626.82,55.5,89.794
-0.040,4,8000,200.15,2751.48,4943,56.75,93.470
-0.040,5,8900,173.42,2751.48,4884.05,56.75,93.470
-0.035,2,8800,126.46,2436.59,6646.59,49.41,108.543
-0.035,3,8400,165.75,2798.58,4625.74,57.66,94.248
-0.035,4,8000,203.19,2844.95,4933.19,58.89,97.799
-0.035,5,8900,207.3,2844.95,4686.29,58.89,97.799
-0.033,2,8800,126.53,2437.93,6642.41,49.43,115.267
-0.033,3,8800,174.05,2891.74,6266.17,59.89,99.413
-0.033,4,8400,213.73,2906.01,4935.46,60.29,100.784
-0.033,5,9000,174.12,2906.01,4914.69,60.29,100.784
