OldState	Action		NewState
130.317		6656.6		318.526			
130.837		6683.2		318.693			
131.353		6710.65		318.854			
131.865		6738.58		319.016			
132.376		6766.66		319.174			
132.885		6794.55		319.319			
133.393		6821.92		319.471			
133.901		6848.5		319.624			
134.409		6874.11		319.772			
134.918		6898.76		319.924			
135.427		6922.57		320.057			
135.935		6945.76		320.191			
136.443		6968.67		320.329			
136.949		6991.57		320.464			
137.452		7014.72		320.599			
137.953		7038.3		320.732			
138.451		7062.37		320.863			
138.945		7086.96		320.994			
139.437		7111.95		321.116			
139.927		7137.23		321.241			
140.414		7162.64		321.358			
140.899		7188.0		321.473			
141.384		7213.13		321.588			
141.867		7237.88		321.703			
142.349		7262.16		321.813			
142.831		7285.93		321.927			
143.313		7309.22		322.034			
143.793		7332.12		322.139			
144.272		7354.7		322.239			
144.75		7377.1		322.342			
145.226		7399.49		322.44			
145.699		7421.98		322.538			
146.17		7444.64		322.637			
146.639		7467.49		322.731			
147.105		7490.52		322.821			
147.569		7513.67		322.907			
148.03		7536.86		322.99			
148.49		7560.02		323.075			
148.947		7583.06		323.157			
149.404		7605.9		323.238			
149.859		7628.47		323.317			
150.312		7650.78		323.393			
150.764		7672.8		323.466			
151.215		7694.57		323.539			
151.664		7716.15		323.611			
152.112		7737.58		323.68			
152.558		7758.94		323.747			
153.002		7780.26		323.811			
153.444		7801.6		323.873			
153.884		7822.99		323.933			
154.322		7844.41		323.993			
154.758		7865.85		324.052			
155.192		7887.3		324.106			
155.624		7908.7		324.161			
156.055		7930.02		324.212			
156.484		7951.22		324.266			
156.911		7972.28		324.312			
157.337		7993.17		324.362			
157.761		8013.9		324.409			
158.184		8034.47		324.454			
158.605		8054.9		324.496			
159.025		8075.21		324.536			
159.443		8095.43		324.576			
159.86		8115.57		324.616			
160.274		8135.65		324.651			
160.687		8155.71		324.689			
161.099		8175.75		324.722			
161.508		8195.76		324.755			
161.916		8215.73		324.787			
162.322		8235.64		324.818			
162.726		8255.49		324.849			
163.129		8275.26		324.879			
163.53		8294.93		324.909			
163.93		8314.49		324.936			
164.328		8333.9		324.964			
164.725		8353.22		324.991			
165.12		8372.43		325.018			
165.514		8391.47		325.046			
165.906		8410.27		325.069			
166.296		8428.89		325.09			
166.683		8447.42		325.114			
167.068		8465.88		325.137			
167.451		8484.26		325.152			
167.832		8502.54		325.17			
168.211		8520.71		325.187			
168.588		8538.82		325.204			
168.962		8556.83		325.216			
169.334		8574.74		325.23			
169.704		8592.53		325.242			
170.072		8610.21		325.253			
170.438		8627.77		325.262			
170.802		8645.23		325.27			
171.164		8662.59		325.278			
171.524		8679.84		325.284			
171.882		8696.95		325.287			
172.238		8713.96		325.291			
172.592		8730.88		325.295			
172.943		8747.71		325.295			
173.293		8764.48		325.297			
173.641		8781.17		325.296			
173.987		8797.78		325.295			
174.33		8814.29		325.293			
174.672		8830.68		325.289			
175.012		8846.96		325.286			
175.35		8863.16		325.315			
175.686		8879.26		325.344			
176.021		8895.27		325.369			
176.334		8896.81		325.368			
176.61		8887.4		325.327			
176.857		8893.34		325.267			
177.073		8897.86		325.179			
177.265		8893.34		324.747			
177.431		8898.16		324.614			
177.566		8878.95		324.468			
177.699		8905.78		324.282			
177.815		8871.42		324.144			
177.91		8879.27		323.958			
177.994		8868.14		323.752			
178.053		8867.13		323.532			
178.105		8868.65		323.31			
178.157		8870.81		323.088			
178.207		8873.16		322.866			
178.256		8875.58		322.646			
178.307		8877.99		322.426			
178.356		8880.42		322.207			
178.404		8882.85		321.989			
178.455		8885.26		321.772			
178.503		8887.67		321.557			
178.551		8890.08		321.34			
178.599		8892.46		321.126			
178.649		8894.82		320.913			
178.696		8897.16		320.701			
178.744		8899.5		320.488			
178.789		8885.38		320.263			
178.802		8896.49		320.035			
178.838		8886.19		319.805			
178.849		8898.29		319.577			
178.866		8891.03		319.339			
178.888		8902.55		319.086			
178.897		8898.15		318.879			
178.909		8892.44		318.643			
178.929		8887.93		318.413			
178.936		8901.64		318.154			
178.937		8899.27		317.95			
178.942		8896.53		317.713			
178.947		8893.27		317.48			
178.956		8889.78		317.247			
178.966		8888.11		317.018			
178.968		8902.9		316.765			
178.971		8900.79		316.568			
178.973		8898.12		316.339			
178.978		8893.82		315.883			
178.98		8894.85		316.112			
