OldState	Action		NewState
2094.4			135.492			
2095.24			135.003			
2095.58			135.003			
2096.29			135.003			
2096.65			135.003			
2097.1			135.003			
2099.74			135.003			
2104.25			135.003			
2108.76			135.003			
2113.27			135.003			
2117.79			135.003			
2122.3			135.003			
2126.82			135.003			
2131.35			135.003			
2135.88			135.003			
2140.41			135.003			
2144.94			135.003			
2149.47			135.003			
2154.01			135.003			
2158.55			135.003			
2163.1			135.003			
2167.65			135.003			
2172.2			135.003			
2176.75			135.003			
2181.31			135.003			
2185.87			135.003			
2190.43			135.003			
2195.0			135.003			
2199.57			135.003			
2204.14			135.004			
2208.71			135.004			
2213.29			135.004			
2217.87			135.004			
2222.45			135.004			
2227.04			135.004			
2231.63			135.004			
2236.23			135.004			
2240.82			135.004			
2245.42			135.004			
2250.02			135.004			
2254.63			135.004			
2259.24			135.004			
2263.85			135.004			
2268.46			135.004			
2273.08			135.004			
2277.7			135.004			
2282.32			135.004			
2286.95			135.004			
2291.58			135.004			
2296.21			135.004			
2300.85			135.004			
2305.49			135.004			
2310.13			135.004			
2314.77			135.004			
2319.42			135.004			
2324.07			135.004			
2328.73			135.004			
2333.38			135.004			
2338.04			135.004			
2342.71			135.004			
2347.37			135.004			
2352.04			135.004			
2356.72			135.004			
2361.39			135.004			
2366.07			135.004			
2370.75			135.004			
2375.44			135.005			
2380.12			135.004			
2384.82			135.005			
2389.51			135.005			
2394.21			135.005			
2398.91			135.005			
2403.61			135.005			
2408.32			135.005			
2413.03			135.005			
2417.74			135.005			
2422.46			135.005			
2427.17			135.005			
2431.9			135.005			
2436.62			135.005			
2441.35			135.005			
2446.08			135.005			
2450.82			135.005			
2455.55			135.005			
2460.29			135.005			
2465.04			135.005			
2467.82			134.518			
2469.78			135.005			
2472.6			134.518			
2474.53			135.005			
2477.38			134.518			
2479.29			135.005			
2482.17			134.518			
2484.04			135.005			
2486.96			134.518			
2488.8			135.005			
2491.75			134.518			
2493.57			135.005			
2496.55			134.518			
2498.33			135.005			
2501.35			134.518			
2503.1			135.005			
2506.15			134.518			
2507.87			135.005			
2510.96			134.518			
2512.65			135.005			
2515.77			134.518			
2517.43			135.005			
2520.58			134.518			
2525.4			134.519			
2530.21			134.519			
2535.04			134.519			
2539.86			134.519			
2544.69			134.519			
2549.52			134.519			
2554.36			134.519			
2559.19			134.519			
2560.69			135.005			
2564.04			134.519			
2568.88			134.519			
2573.73			134.519			
2578.58			134.519			
2583.43			134.519			
2588.29			134.519			
2593.15			134.519			
2598.02			134.519			
2602.88			134.519			
2607.75			134.519			
2612.63			134.519			
2617.5			134.519			
2622.38			134.519			
2627.27			134.519			
2632.15			134.519			
2637.04			134.519			
2641.93			134.519			
2646.83			134.519			
2651.73			134.519			
2656.63			134.519			
2661.54			134.519			
2666.45			134.519			
2671.36			134.519			
2676.28			134.519			
2681.19			134.519			
2686.12			134.519			
2691.04			134.519			
2695.97			134.519			
2700.9			134.519			
2705.84			134.52			
2710.77			134.52			
2715.72			134.52			
2720.66			134.52			
2725.61			134.52			
2730.56			134.52			
2735.51			134.52			
2740.47			134.52			
2745.43			134.52			
2750.4			134.52			
2755.37			134.52			
2760.34			134.52			
2765.31			134.52			
2770.29			134.52			
2775.27			134.52			
2780.25			134.52			
2785.24			134.52			
2790.23			134.52			
2795.23			134.52			
2800.22			134.52			
2805.22			134.52			
2810.23			134.52			
2815.23			134.52			
2820.24			134.52			
2825.26			134.52			
2830.27			134.52			
2835.3			134.52			
2840.32			134.52			
2845.35			134.52			
2850.38			134.52			
2855.41			134.52			
2860.45			134.52			
2865.49			134.52			
2870.53			134.52			
2875.58			134.52			
2880.63			134.52			
2885.68			134.52			
2890.74			134.52			
2895.8			134.52			
2900.86			134.52			
2905.93			134.521			
2906.28			134.033			
2911.0			134.521			
2911.39			134.033			
2916.07			134.521			
2916.49			134.033			
2921.15			134.521			
2921.61			134.033			
2926.23			134.521			
2926.72			134.033			
2931.31			134.521			
2931.84			134.033			
2936.4			134.521			
2936.96			134.033			
2941.49			134.521			
2942.08			134.033			
2946.58			134.521			
2947.21			134.033			
2951.68			134.521			
2952.34			134.033			
2956.78			134.521			
2957.48			134.033			
2961.88			134.521			
2962.61			134.033			
2967.75			134.033			
2972.9			134.033			
2978.05			134.033			
2983.2			134.033			
2988.35			134.033			
2993.51			134.033			
2998.67			134.033			
3003.84			134.033			
3009.01			134.033			
3014.18			134.033			
3019.36			134.033			
3024.53			134.034			
3029.72			134.033			
3034.9			134.034			
3040.09			134.034			
3045.28			134.034			
3050.48			134.034			
3054.01			134.521			
3055.68			134.034			
3060.88			134.034			
3066.09			134.034			
3071.3			134.034			
3076.51			134.034			
3081.73			134.034			
3086.95			134.034			
3092.17			134.034			
3097.4			134.034			
3102.63			134.034			
3107.86			134.034			
3113.1			134.034			
3118.34			134.034			
3123.59			134.034			
3128.83			134.034			
3134.08			134.034			
3139.34			134.034			
3144.6			134.034			
3149.86			134.034			
3155.12			134.034			
3160.39			134.034			
3165.66			134.034			
3170.94			134.034			
3176.21			134.034			
3181.49			134.034			
3186.78			134.034			
3192.06			134.034			
3197.35			134.034			
3202.64			134.034			
3207.93			134.034			
3213.23			134.034			
3218.53			134.034			
3223.83			134.034			
3229.14			134.034			
3234.45			134.034			
3239.76			134.035			
3245.07			134.034			
3250.39			134.035			
3255.71			134.035			
3261.03			134.035			
3266.36			134.03			
3271.69			134.03			
3277.02			134.03			
3282.36			134.03			
3287.69			134.03			
3293.03			134.03			
3298.38			134.03			
3303.73			134.03			
3309.08			134.03			
3314.43			134.03			
3319.79			134.03			
3325.15			134.03			
3330.51			134.03			
3335.87			134.03			
3341.24			134.03			
3346.61			134.03			
3351.99			134.03			
3357.36			134.03			
3362.74			134.03			
3368.13			134.03			
3371.02			133.547			
3373.51			134.03			
3376.44			133.547			
3378.9			134.03			
3381.86			133.547			
3384.3			134.03			
3387.28			133.547			
3389.69			134.03			
3392.71			133.547			
3395.09			134.03			
3398.14			133.547			
3400.49			134.03			
3403.58			133.547			
3405.9			134.03			
3409.01			133.547			
3411.31			134.031			
3414.46			133.547			
3416.72			134.03			
3419.9			133.547			
3422.13			134.03			
3425.35			133.547			
3427.55			134.03			
3430.79			133.547			
3432.97			134.03			
3436.25			133.547			
3441.7			133.547			
3447.16			133.547			
3452.63			133.547			
3458.09			133.547			
3463.56			133.547			
3469.03			133.548			
3474.51			133.548			
3479.98			133.548			
3485.46			133.547			
3490.95			133.548			
3496.43			133.548			
3501.93			133.548			
3507.42			133.548			
3512.92			133.548			
3518.42			133.548			
3523.92			133.548			
3529.42			133.548			
3534.93			133.548			
3540.44			133.548			
3545.96			133.548			
3551.48			133.548			
3557.0			133.548			
3562.52			133.548			
3568.05			133.548			
3573.58			133.548			
3579.04			134.03			
3579.12			133.548			
3584.65			133.548			
3590.19			133.548			
3595.74			133.548			
3601.28			133.548			
3606.83			133.548			
3612.39			133.548			
3617.94			133.548			
3623.5			133.548			
3629.06			133.548			
3634.63			133.548			
3640.2			133.548			
3645.77			133.548			
3651.34			133.548			
3656.92			133.548			
