OldState	Action		NewState
11.2228			502.02			
12.4343			502.619			
13.5768			503.148			
14.5879			503.495			
15.3986			503.616			
16.1128			503.627			
16.8053			503.736			
17.4857			503.697			
18.157			503.697			
18.8251			503.717			
19.4913			503.738			
20.1588			503.745			
20.8418			503.747			
21.5474			503.763			
22.2732			503.78			
23.01			503.982			
23.7471			504.077			
24.4782			504.433			
25.2031			504.644			
25.9237			504.842			
26.6418			505.108			
27.3585			505.391			
28.0739			505.756			
28.788			505.947			
29.501			506.353			
30.2851			506.682			
31.0707			507.003			
31.8639			507.343			
32.6715			507.567			
33.4996			508.01			
34.3536			508.318			
35.2365			508.607			
36.1475			509.01			
37.082			509.271			
38.0326			509.623			
38.9903			510.158			
39.9456			510.494			
40.8914			510.848			
41.8235			511.152			
42.7406			511.399			
43.6434			511.687			
44.534			511.959			
45.4156			512.157			
46.2925			512.469			
47.1697			512.576			
48.0529			512.824			
48.9471			513.091			
49.8563			513.52			
50.7829			513.65			
51.7272			513.669			
52.6869			514.075			
53.6578			514.201			
54.6342			514.347			
55.6099			514.524			
56.5792			514.905			
57.5377			515.107			
58.4818			515.468			
59.4096			515.476			
60.321			515.713			
61.2175			515.97			
62.1019			515.931			
62.9774			516.19			
63.8477			516.063			
64.7161			516.187			
65.5852			516.546			
66.4563			516.527			
67.3296			516.638			
68.2034			516.746			
69.0749			516.852			
69.9406			516.955			
70.7968			517.049			
71.6405			517.056			
72.4694			517.217			
73.2824			517.295			
74.0796			517.361			
74.8619			517.416			
75.6311			517.474			
76.3891			517.518			
77.1378			517.563			
77.8793			517.601			
78.6154			517.629			
79.3465			517.652			
80.0721			517.681			
80.7913			517.7			
81.5026			517.724			
82.2045			517.739			
82.8954			517.751			
83.5737			517.761			
84.2345			517.75			
84.824			517.69			
85.3246			517.6			
85.7363			517.507			
86.0807			517.34			
86.3412			517.179			
86.5605			516.984			
86.7608			516.811			
86.9342			516.599			
