OldState	Action		NewState
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.81	1.0	64.8793
2094.86	1.0	64.8794
2095.04	1.0	64.8795
2095.22	1.0	64.88
2095.24	1.0	64.8877
2095.26	1.0	64.88
2095.4	1.0	64.8878
2095.58	1.0	64.8879
2095.69	1.0	64.8879
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.81	1.0	64.8793
2094.86	1.0	64.8794
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.81	1.0	64.8793
2094.86	1.0	64.8794
2095.04	1.0	64.8795
2095.22	1.0	64.88
2095.24	1.0	64.8877
2095.26	1.0	64.88
2095.4	1.0	64.8878
2095.58	1.0	64.8879
2095.69	1.0	64.8879
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.81	1.0	64.8793
2094.86	1.0	64.8794
2095.04	1.0	64.8795
2095.22	1.0	64.88
2095.24	1.0	64.8877
2095.26	1.0	64.88
2095.4	1.0	64.8878
2095.58	1.0	64.8879
2095.69	1.0	64.8879
2095.71	1.0	64.8805
2095.76	1.0	64.8879
2095.93	1.0	64.8879
2096.02	1.0	64.8879
2096.11	1.0	64.8881
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.81	1.0	64.8793
2094.86	1.0	64.8794
2095.04	1.0	64.8795
2095.22	1.0	64.88
2095.24	1.0	64.8877
2095.26	1.0	64.88
2095.4	1.0	64.8878
2095.58	1.0	64.8879
2095.69	1.0	64.8879
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.81	1.0	64.8793
2094.86	1.0	64.8794
2095.04	1.0	64.8795
2095.22	1.0	64.88
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.81	1.0	64.8793
2094.86	1.0	64.8794
2095.04	1.0	64.8795
2095.22	1.0	64.88
2095.24	1.0	64.8877
2095.26	1.0	64.88
2095.4	1.0	64.8878
2095.58	1.0	64.8879
2095.69	1.0	64.8879
2095.71	1.0	64.8805
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.81	1.0	64.8793
2094.86	1.0	64.8794
2095.04	1.0	64.8795
2095.22	1.0	64.88
2095.24	1.0	64.8877
2095.26	1.0	64.88
2095.4	1.0	64.8878
2095.58	1.0	64.8879
2095.69	1.0	64.8879
2095.71	1.0	64.8805
2095.76	1.0	64.8879
2095.93	1.0	64.8879
2094.4	1.0	65.2776
2094.68	1.0	64.8789
2094.79	1.0	64.8875
2094.81	1.0	64.8793
2094.86	1.0	64.8794
2095.04	1.0	64.8795
2095.22	1.0	64.88
2095.24	1.0	64.8877
2095.26	1.0	64.88
2095.4	1.0	64.8878
2095.58	1.0	64.8879
2095.69	1.0	64.8879
2095.71	1.0	64.8805
2095.76	1.0	64.8879
2095.93	1.0	64.8879
2096.02	1.0	64.8879
2096.11	1.0	64.8881
2096.14	1.0	64.8881
2096.16	1.0	64.8809
2096.2	1.0	64.8883
2096.25	1.0	64.8809
2096.29	1.0	64.8883
2096.34	1.0	64.8809
2096.38	1.0	64.8884
2096.39	1.0	64.8809
2096.43	1.0	64.8809
2096.47	1.0	64.8884
2096.52	1.0	64.881
2096.56	1.0	64.8884
2096.59	1.0	64.8884
2096.61	1.0	64.8884
2096.65	1.0	64.8889
2096.66	1.0	64.8889
2096.7	1.0	64.8889
2096.74	1.0	64.8889
2096.79	1.0	64.8889
2096.83	1.0	64.8889
2096.88	1.0	64.8889
2096.92	1.0	64.8889
2096.97	1.0	64.8889
2097.01	1.0	64.8889
2097.04	1.0	64.8889
2097.06	1.0	64.8889
2097.1	1.0	64.8889
2097.15	1.0	64.889
2097.19	1.0	64.889
2097.24	1.0	64.889
2097.28	1.0	64.8892
2097.29	1.0	64.8812
2097.33	1.0	64.8892
2097.38	1.0	64.8813
2097.47	1.0	64.8813
2097.49	1.0	64.8892
2097.51	1.0	64.8813
2097.55	1.0	64.8813
2097.56	1.0	64.8893
2097.6	1.0	64.8815
2097.65	1.0	64.8893
2097.69	1.0	64.8815
2097.94	1.0	64.8895
2097.97	1.0	64.882
2098.19	1.0	64.882
2098.28	1.0	64.8916
2098.32	1.0	64.8917
2098.39	1.0	64.8917
2098.42	1.0	64.8824
2098.84	1.0	64.8917
2098.87	1.0	64.8826
2099.29	1.0	64.8921
2099.32	1.0	64.8827
2099.74	1.0	64.8927
2099.77	1.0	64.8829
2100.2	1.0	64.8934
2100.22	1.0	64.8839
2100.35	1.0	64.8838
2100.65	1.0	64.8938
2100.67	1.0	64.8842
2100.8	1.0	64.8842
2101.1	1.0	65.2682
2101.12	1.0	64.8846
2101.25	1.0	64.8846
2101.55	1.0	65.2687
2101.57	1.0	64.8845
2101.7	1.0	64.8845
2102.0	1.0	65.2689
2102.02	1.0	64.8849
2102.15	1.0	64.8849
2102.45	1.0	65.2692
2102.47	1.0	64.8849
2102.6	1.0	64.8849
2102.9	1.0	65.2694
2102.92	1.0	64.8849
2103.05	1.0	64.8851
2103.35	1.0	65.2699
2103.37	1.0	64.8853
2103.5	1.0	64.8853
2103.8	1.0	65.27
2103.82	1.0	64.8859
2103.95	1.0	64.8859
2104.25	1.0	65.2712
2104.27	1.0	64.8861
2104.41	1.0	64.708
2104.7	1.0	65.2715
2104.72	1.0	64.8864
2104.86	1.0	64.8866
2105.15	1.0	65.2716
2105.17	1.0	64.8868
2105.31	1.0	64.8871
2105.6	1.0	65.2722
2105.63	1.0	64.8871
2105.76	1.0	64.8873
2106.05	1.0	65.2728
2106.08	1.0	64.8873
2106.21	1.0	64.8877
2106.5	1.0	65.2728
2106.53	1.0	64.8878
2106.66	1.0	64.8882
2106.96	1.0	65.2726
2106.98	1.0	64.8882
2107.11	1.0	64.8882
2107.41	1.0	65.2725
2107.43	1.0	64.8883
2107.56	1.0	64.8861
2107.86	1.0	65.2733
2107.88	1.0	64.8862
2108.02	1.0	64.8862
2108.31	1.0	65.2725
2108.33	1.0	64.887
2108.47	1.0	64.8871
2108.76	1.0	65.2739
2108.78	1.0	64.8871
2108.92	1.0	64.8872
2109.21	1.0	65.2738
2109.23	1.0	64.8873
2109.37	1.0	64.8873
2109.66	1.0	65.2739
2109.68	1.0	64.8875
2109.82	1.0	64.8875
2110.11	1.0	65.2747
2110.14	1.0	64.8878
2110.27	1.0	64.8878
2110.56	1.0	65.2751
2110.59	1.0	64.8879
2110.72	1.0	64.8879
2111.02	1.0	65.2751
2111.04	1.0	64.8883
2111.18	1.0	64.8884
2111.47	1.0	65.2761
2111.49	1.0	64.8889
2111.63	1.0	64.8889
2111.92	1.0	65.2755
2111.94	1.0	64.889
2112.08	1.0	64.8892
2112.37	1.0	65.2753
2112.39	1.0	64.8893
2112.53	1.0	64.8895
2112.82	1.0	65.2766
2112.84	1.0	64.8916
2112.98	1.0	64.8917
2113.27	1.0	65.2775
2113.29	1.0	64.8917
2113.43	1.0	64.8917
2113.72	1.0	65.2778
2113.75	1.0	64.892
2113.89	1.0	64.892
2114.17	1.0	65.278
2114.2	1.0	64.8926
2114.34	1.0	64.8927
2114.63	1.0	65.2787
2114.65	1.0	64.8928
2114.79	1.0	64.8934
2115.08	1.0	65.2789
2115.1	1.0	64.8934
2115.24	1.0	64.8934
2115.53	1.0	65.4791
2115.55	1.0	64.8938
2115.69	1.0	64.8938
2115.98	1.0	65.2793
2116.0	1.0	65.2681
2116.14	1.0	65.2683
2116.43	1.0	64.864
